Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End
4930467E23Rik	old symbol	MGI:1923056	Potefam3e	POTE ankyrin domain family member 3E	protein coding gene	8	+	19779592	19803543
Gm31371	old symbol	MGI:5590530	Potefam3f	POTE ankyrin domain family member 3F	protein coding gene	8	+	20478993	20501314
Gm15319	old symbol	MGI:3796981	Potefam3a	POTE ankyrin domain family member 3A	protein coding gene	8	+	20078078	20103616
Gm21119	old symbol	MGI:5434474	Potefam3b	POTE ankyrin domain family member 3B	protein coding gene	8	+	21154935	21180719
Gm14851	old symbol	MGI:3709605	Defa38	defensin, alpha, 38	protein coding gene	8	-	21585090	21586066
Gm15293	old symbol	MGI:3705230	Defa41	defensin, alpha, 41	protein coding gene	8	+	21691620	21692462
Gm15292	old symbol	MGI:3708769	Defa40	defensin, alpha, 40	protein coding gene	8	+	21739770	21740572
Gm7849	old symbol	MGI:3645033	Defa42	defensin, alpha, 42	protein coding gene	8	-	21945443	21946533
Gm7861	old symbol	MGI:3648003	Defa43	defensin, alpha, 43	protein coding gene	8	-	22083503	22084481
AY761184	old symbol	MGI:3611585	Defa39	defensin, alpha, 39	protein coding gene	8	-	22192540	22193663
AY761184	Genbank	MGI:3611585	Defa39	defensin, alpha, 39	protein coding gene	8	-	22192540	22193663
Gm45304	old symbol	MGI:5621457	Gm38572	predicted gene, 38572	lncRNA gene	8	-	32089007	32153856
AC132407.1		No associated gene							
Gm10131	old symbol	MGI:3704308	Erhrt-ps	ERH mRNA splicing and mitosis factor retrotransposed, pseudogene	pseudogene	8	-	34578156	34578891
Gm5346	old symbol	MGI:3647273	Adam34l	a disintegrin and metallopeptidase domain 34 like	protein coding gene	8	-	44077988	44080313
1700029J07Rik	old symbol	MGI:1916729	Cfap96	cilia and flagella associated protein 96	protein coding gene	8	-	46406643	46428477
5033428I22Rik	old symbol	MGI:1923246	Hdnr	Hand2 downstream lncRNA	lncRNA gene	8	+	57785470	57807615
March1	old symbol	MGI:1920175	Marchf1	membrane associated ring-CH-type finger 1	protein coding gene	8	+	66070552	66924289
Gm9495	old symbol	MGI:3779905	Potefam3c	POTE ankyrin domain family member 3C	protein coding gene	8	-	69880632	69906217
Gm7697	old symbol	MGI:3649141	Potefam3d	POTE ankyrin domain family member 3D	protein coding gene	8	-	69933998	69975628
Fam129c	old symbol	MGI:3686743	Niban3	niban apoptosis regulator 3	protein coding gene	8	+	72050292	72060580
Olfr372	old symbol	MGI:3030206	Or2z8	olfactory receptor family 2 subfamily Z member 8	protein coding gene	8	+	72811504	72812519
Olfr373	old symbol	MGI:3030207	Or2z9	olfactory receptor family 2 subfamily Z member 9	protein coding gene	8	+	72853606	72854550
Olfr374	old symbol	MGI:3030208	Or1ab2	olfactory receptor family 1 subfamily AB member 2	protein coding gene	8	+	72860884	72864353
Gm10282	old symbol	MGI:3704312	Hmgn2-ps	high mobility group nucleosomal binding domain 2, pseudogene	protein coding gene	8	-	73057954	73059104
Gm10358	old symbol	MGI:3708786	Gapdhrt2	glyceraldehyde-3-phosphate dehydrogenase, retrotransposed 2	protein coding gene	8	-	76131965	76133165
Gm45741	old symbol	MGI:1923882	1700093P08Rik	RIKEN cDNA 1700093P08 gene	lncRNA gene	8	+	76736654	76737767
Olfr370	old symbol	MGI:3030204	Or10k2	olfactory receptor family 10 subfamily K member 2	protein coding gene	8	+	84267722	84268817
Ddx39	old symbol	MGI:1915528	Ddx39a	DEAD box helicase 39a	protein coding gene	8	+	84441806	84453521
2210011C24Rik	old symbol	MGI:1917384	Misp3	MISP family member 3	protein coding gene	8	-	84736857	84738349
4930432K21Rik	old symbol	MGI:1921916	Brme1	break repair meiotic recombinase recruitment factor 1	protein coding gene	8	+	84874654	84899219
Ccdc130	old symbol	MGI:1914986	Yju2b	YJU2 splicing factor homolog B	protein coding gene	8	-	84984424	84997009
Asna1	old symbol	MGI:1928379	Get3	guided entry of tail-anchored proteins factor 3, ATPase	protein coding gene	8	-	85744560	85751910
Gm5741	old symbol	MGI:3645690	Gng14	G protein subunit gamma 14	protein coding gene	8	-	85794197	85794611
Olfr371	old symbol	MGI:3030205	Or7c19	olfactory receptor family 7 subfamily C member 19	protein coding gene	8	+	85957126	85958064
Fam192a	old symbol	MGI:1919637	Psme3ip1	proteasome activator subunit 3 interacting protein 1	protein coding gene	8	-	95301568	95328483
Tepp	old symbol	MGI:1920657	Spmip8	sperm microtubule inner protein 8	protein coding gene	8	+	96038148	96053239
D230025D16Rik	old symbol	MGI:2443049	Phaf1	phagosome assembly factor 1	protein coding gene	8	+	105951779	105979685
4931428F04Rik	old symbol	MGI:1921606	Matcap1	microtubule associated tyrosine carboxypeptidase 1	protein coding gene	8	-	106007041	106016160
Lrrc29	old symbol	MGI:2443262	Fbxl9	F-box and leucine-rich repeat protein 9	protein coding gene	8	-	106038972	106052952
Dpep2.1		No associated gene							
Gm50241	old symbol	MGI:6303050	Derpc	DERPC proline and glycine rich nuclear protein	protein coding gene	8	-	107610522	107620225
Aars	old symbol	MGI:2384560	Aars1	alanyl-tRNA synthetase 1	protein coding gene	8	+	111759781	111784237
Kars	old symbol	MGI:1934754	Kars1	lysyl-tRNA synthetase 1	protein coding gene	8	-	112720075	112737955
Fam92b	old symbol	MGI:3588213	Cibar2	CBY1 interacting BAR domain containing 2	protein coding gene	8	-	120893136	120904205
2610044O15Rik8	old symbol	MGI:1919389	Zfp1006	zinc finger protein 1006	protein coding gene	8	-	129942835	129960527
Olfr24	old symbol	MGI:109311	Or1m1	olfactory receptor family 1 subfamily M member 1	protein coding gene	9	-	18665988	18666929
Olfr828	old symbol	MGI:3030662	Or7g16	olfactory receptor family 7 subfamily G member 16	protein coding gene	9	-	18726650	18727588
Olfr829	old symbol	MGI:3030663	Or7g17	olfactory receptor family 7 subfamily G member 17	protein coding gene	9	+	18767923	18768888
Olfr830	old symbol	MGI:3030664	Or7g18	olfactory receptor family 7 subfamily G member 18	protein coding gene	9	+	18786256	18787572
Olfr832	old symbol	MGI:3030666	Or7g19	olfactory receptor family 7 subfamily G member 19	protein coding gene	9	+	18855946	18856884
Olfr834	old symbol	MGI:3030668	Or7g12	olfactory receptor family 7 subfamily G member 12	protein coding gene	9	+	18899286	18900224
Olfr835	old symbol	MGI:3030669	Or7g20	olfactory receptor family 7 subfamily G member 20	protein coding gene	9	+	18946421	18947356
Olfr836	old symbol	MGI:3030670	Or7g21	olfactory receptor family 7 subfamily G member 21	protein coding gene	9	+	19032253	19033207
Olfr837	old symbol	MGI:3030671	Or7g22	olfactory receptor family 7 subfamily G member 22	protein coding gene	9	+	19048224	19049263
Olfr839-ps1		No associated gene							
Olfr843	old symbol	MGI:3030677	Or7g25	olfactory receptor family 7 subfamily G member 25	protein coding gene	9	-	19159653	19160759
Olfr844	old symbol	MGI:3030678	Or7g26	olfactory receptor family 7 subfamily G member 26	protein coding gene	9	+	19229820	19230761
Olfr845	old symbol	MGI:3030679	Or7g27	olfactory receptor family 7 subfamily G member 27	protein coding gene	9	+	19249755	19250696
Olfr846	old symbol	MGI:3030680	Or7g28	olfactory receptor family 7 subfamily G member 28	protein coding gene	9	-	19271711	19272652
Olfr847	old symbol	MGI:3030681	Or7g29	olfactory receptor family 7 subfamily G member 29	protein coding gene	9	-	19286237	19287175
Olfr849	old symbol	MGI:3030683	Or7g30	olfactory receptor family 7 subfamily G member 30	protein coding gene	9	+	19352211	19353149
Olfr850	old symbol	MGI:3030684	Or7g31	olfactory receptor family 7 subfamily G member 31	protein coding gene	9	-	19388597	19389544
Olfr851	old symbol	MGI:3030685	Or7g32	olfactory receptor family 7 subfamily G member 32	protein coding gene	9	+	19404591	19414111
Olfr853	old symbol	MGI:3030687	Or7g33	olfactory receptor family 7 subfamily G member 33	protein coding gene	9	-	19448307	19449224
Olfr854	old symbol	MGI:3030688	Or7g34	olfactory receptor family 7 subfamily G member 34	protein coding gene	9	-	19477731	19478678
Olfr855	old symbol	MGI:3030689	Or7g35	olfactory receptor family 7 subfamily G member 35	protein coding gene	9	+	19495807	19496798
Olfr857	old symbol	MGI:3030691	Or7e166	olfactory receptor family 7 subfamily E member 166	protein coding gene	9	+	19624125	19625054
Olfr58	old symbol	MGI:1333790	Or7e165	olfactory receptor family 7 subfamily E member 165	protein coding gene	9	+	19691579	19695360
Olfr859	old symbol	MGI:3030693	Or7e168	olfactory receptor family 7 subfamily E member 168	protein coding gene	9	+	19719616	19720545
Olfr860	old symbol	MGI:3030694	Or7e169	olfactory receptor family 7 subfamily E member 169	protein coding gene	9	-	19756919	19761043
Olfr862	old symbol	MGI:3030696	Or7e170	olfactory receptor family 7 subfamily E member 170	protein coding gene	9	-	19794679	19795969
Olfr77	old symbol	MGI:2153206	Or7d10	olfactory receptor family 7 subfamily D member 10	protein coding gene	9	+	19828525	19833806
Olfr866	old symbol	MGI:3030700	Or7e173	olfactory receptor family 7 subfamily E member 173	protein coding gene	9	-	19938255	19939331
Olfr867	old symbol	MGI:3030701	Or7d11	olfactory receptor family 7 subfamily D member 11	protein coding gene	9	-	19965762	19966757
Olfr868	old symbol	MGI:3030702	Or7e174	olfactory receptor family 7 subfamily E member 174	protein coding gene	9	+	20009922	20012986
Olfr869	old symbol	MGI:3030703	Or7e175	olfactory receptor family 7 subfamily E member 175	protein coding gene	9	+	20040305	20050059
Olfr870	old symbol	MGI:3030704	Or8b12i	olfactory receptor family 8 subfamily B member 12I	protein coding gene	9	-	20081930	20082865
Olfr871	old symbol	MGI:3030705	Or7h8	olfactory receptor family 7 subfamily H member 8	protein coding gene	9	+	20123503	20124649
Olfr872	old symbol	MGI:3030706	Or7e176	olfactory receptor family 7 subfamily E member 176	protein coding gene	9	+	20148458	20172209
Olfr39	old symbol	MGI:1313142	Or7d9	olfactory receptor family 7 subfamily D member 9	protein coding gene	9	+	20193647	20197944
Olfr873	rat synonym	MGI:3030703	Or7e175	olfactory receptor family 7 subfamily E member 175	protein coding gene	9	+	20040305	20050059
Olfr873	old symbol	MGI:3030707	Or7e177	olfactory receptor family 7 subfamily E member 177	protein coding gene	9	+	20211507	20212466
Olfr18	old symbol	MGI:109317	Or7e178	olfactory receptor family 7 subfamily E member 178	protein coding gene	9	-	20225188	20247390
Ccdc151	old symbol	MGI:1924859	Odad3	outer dynein arm docking complex subunit 3	protein coding gene	9	-	21901167	21913930
9530077C05Rik	old symbol	MGI:1915533	Matcap2	microtubule associated tyrosine carboxypeptidase 2	protein coding gene	9	+	22322809	22355977
Sept7	old symbol	MGI:1335094	Septin7	septin 7	protein coding gene	9	+	25163735	25219867
Gm1113	old symbol	MGI:2685959	Vsig10l2	V-set and immunoglobulin domain containing 10 like 2	protein coding gene	9	-	35420518	35429565
Olfr160	old symbol	MGI:1931271	Or8a1b	olfactory receptor family 8 subfamily A member 1B	protein coding gene	9	-	37622644	37623576
Olfr874	old symbol	MGI:3030708	Or8b12	olfactory receptor family 8 subfamily B member 12	protein coding gene	9	+	37656596	37658402
Olfr875	old symbol	MGI:3030709	Or8b12b	olfactory receptor family 8 subfamily B member 12B	protein coding gene	9	+	37683933	37684936
Olfr876	old symbol	MGI:3030710	Or8b12c	olfactory receptor family 8 subfamily B member 12C	protein coding gene	9	+	37715185	37716232
Olfr877	old symbol	MGI:3030711	Or8b9	olfactory receptor family 8 subfamily B member 9	protein coding gene	9	+	37766116	37767051
Olfr145	old symbol	MGI:2177528	Or8b8	olfactory receptor family 8 subfamily B member 8	protein coding gene	9	+	37808020	37814815
Olfr878	old symbol	MGI:3030712	Or8b4	olfactory receptor family 8 subfamily B member 4	protein coding gene	9	+	37829844	37830908
Olfr881	old symbol	MGI:3030715	Or8b35	olfactory receptor family 8 subfamily B member 35	protein coding gene	9	+	37903788	37904735
Olfr883	old symbol	MGI:3030717	Or8b36	olfactory receptor family 8 subfamily B member 36	protein coding gene	9	+	37937104	37938033
Olfr884	old symbol	MGI:3030718	Or8b37	olfactory receptor family 8 subfamily B member 37	protein coding gene	9	+	37957851	37961433
Olfr885	old symbol	MGI:3030719	Or8b38	olfactory receptor family 8 subfamily B member 38	protein coding gene	9	+	37972618	37973547
Olfr887	old symbol	MGI:3030721	Or8b39	olfactory receptor family 8 subfamily B member 39	protein coding gene	9	+	37996134	37997063
Olfr888	old symbol	MGI:3030722	Or8b101	olfactory receptor family 8 subfamily B member 101	protein coding gene	9	+	38019984	38020928
Olfr889	old symbol	MGI:3030723	Or8b40	olfactory receptor family 8 subfamily B member 40	protein coding gene	9	+	38027094	38028023
Olfr890	old symbol	MGI:3030724	Or8b41	olfactory receptor family 8 subfamily B member 41	protein coding gene	9	+	38054433	38055377
Olfr891	old symbol	MGI:3030725	Or8c13	olfactory receptor family 8 subfamily C member 13	protein coding gene	9	-	38091167	38092117
Olfr893	old symbol	MGI:3030727	Or8c15	olfactory receptor family 8 subfamily C member 15	protein coding gene	9	+	38120348	38121289
Olfr894	old symbol	MGI:3030728	Or8c16	olfactory receptor family 8 subfamily C member 16	protein coding gene	9	+	38130114	38131062
Olfr143	old symbol	MGI:2177526	Or8c8	olfactory receptor family 8 subfamily C member 8	protein coding gene	9	+	38164715	38165656
Olfr895	old symbol	MGI:3030729	Or8c17	olfactory receptor family 8 subfamily C member 17	protein coding gene	9	+	38179297	38181049
Olfr896-ps1		No associated gene							
Olfr25	old symbol	MGI:109310	Or8c9	olfactory receptor family 8 subfamily C member 9	protein coding gene	9	+	38240788	38241855
Olfr898	old symbol	MGI:3030732	Or8c20	olfactory receptor family 8 subfamily C member 20	protein coding gene	9	+	38260381	38261331
Olfr250	old symbol	MGI:3030084	Or8c10	olfactory receptor family 8 subfamily C member 10	protein coding gene	9	+	38278844	38279839
Olfr251	old symbol	MGI:3030085	Or8c11	olfactory receptor family 8 subfamily C member 11	protein coding gene	9	+	38289179	38290129
Olfr147	old symbol	MGI:2660712	Or8b3	olfactory receptor family 8 subfamily B member 3	protein coding gene	9	+	38313007	38315125
Olfr901	old symbol	MGI:3030735	Or8b42	olfactory receptor family 8 subfamily B member 42	protein coding gene	9	+	38341580	38342515
Olfr902	old symbol	MGI:3030736	Or8b43	olfactory receptor family 8 subfamily B member 43	protein coding gene	9	+	38360088	38361143
Olfr904	old symbol	MGI:3030738	Or8b1b	olfactory receptor family 8 subfamily B member 1B	protein coding gene	9	+	38375330	38378952
Olfr905	old symbol	MGI:3030739	Or8b1c	olfactory receptor family 8 subfamily B member 1C	protein coding gene	9	+	38384045	38384977
Olfr906	old symbol	MGI:3030740	Or8b1	olfactory receptor family 8 subfamily B member 1	protein coding gene	9	+	38399327	38400262
Olfr907	old symbol	MGI:3030741	Or8b44	olfactory receptor family 8 subfamily B member 44	protein coding gene	9	+	38409967	38410899
Olfr911-ps1		No associated gene							
Olfr910	old symbol	MGI:3030744	Or8b46	olfactory receptor family 8 subfamily B member 46	protein coding gene	9	+	38449178	38451125
Olfr912	old symbol	MGI:3030746	Or8b48	olfactory receptor family 8 subfamily B member 48	protein coding gene	9	+	38491540	38493507
Olfr913	old symbol	MGI:3030747	Or8b49	olfactory receptor family 8 subfamily B member 49	protein coding gene	9	+	38504099	38506457
Olfr914	old symbol	MGI:3030748	Or8b50	olfactory receptor family 8 subfamily B member 50	protein coding gene	9	+	38517763	38518713
Olfr916	old symbol	MGI:3030750	Or8b51	olfactory receptor family 8 subfamily B member 51	protein coding gene	9	-	38568754	38569686
Olfr917	old symbol	MGI:3030751	Or8b52	olfactory receptor family 8 subfamily B member 52	protein coding gene	9	-	38576209	38577138
Olfr918	old symbol	MGI:3030752	Or8b3b	olfactory receptor family 8 subfamily B member 3B	protein coding gene	9	-	38583800	38584777
Olfr919	old symbol	MGI:3030753	Or8g51	olfactory receptor family 8 subfamily G member 51	protein coding gene	9	-	38608725	38609672
Olfr920	old symbol	MGI:3030754	Or8b53	olfactory receptor family 8 subfamily B member 53	protein coding gene	9	+	38664092	38668159
Olfr921	old symbol	MGI:3030755	Or8b54	olfactory receptor family 8 subfamily B member 54	protein coding gene	9	+	38684384	38687650
Olfr922	old symbol	MGI:3030756	Or8b55	olfactory receptor family 8 subfamily B member 55	protein coding gene	9	+	38726704	38727835
Olfr923	old symbol	MGI:3030757	Or8b56	olfactory receptor family 8 subfamily B member 56	protein coding gene	9	+	38738911	38739978
Olfr924	old symbol	MGI:3030758	Or8d2	olfactory receptor family 8 subfamily D member 2	protein coding gene	9	+	38759412	38760338
Olfr26	old symbol	MGI:109309	Or8d1	olfactory receptor family 8 subfamily D member 1	protein coding gene	9	+	38766356	38767286
Olfr926	old symbol	MGI:3030760	Or8d2b	olfactory receptor family 8 subfamily D member 2D	protein coding gene	9	+	38788474	38789400
Olfr930	old symbol	MGI:3030764	Or8d23	olfactory receptor family 8 subfamily D member 23	protein coding gene	9	+	38841469	38842395
Olfr933	old symbol	MGI:3030767	Or8d1b	olfactory receptor family 8 subfamily D member 1B	protein coding gene	9	+	38886974	38887900
Olfr934	old symbol	MGI:3030768	Or10d1c	olfactory receptor family 10 subfamily D member 1C	protein coding gene	9	-	38893406	38894338
Olfr935	old symbol	MGI:3030769	Or8g21	olfactory receptor family 8 subfamily G member 21	protein coding gene	9	-	38905803	38906729
Olfr146	old symbol	MGI:2660711	Or8g17	olfactory receptor family 8 subfamily G member 17	protein coding gene	9	-	38929915	38930835
Olfr937	old symbol	MGI:3030771	Or8g23	olfactory receptor family 8 subfamily G member 23	protein coding gene	9	-	38971025	38971960
Olfr938	old symbol	MGI:3030772	Or8g24	olfactory receptor family 8 subfamily G member 24	protein coding gene	9	-	38989092	38990039
Olfr27	old symbol	MGI:109308	Or8g19	olfactory receptor family 8 subfamily G member 19	protein coding gene	9	+	39039463	39056368
Olfr943	old symbol	MGI:3030777	Or8g26	olfactory receptor family 8 subfamily G member 26	protein coding gene	9	+	39077606	39096420
Olfr944	old symbol	MGI:3030778	Or8g27	olfactory receptor family 8 subfamily G member 27	protein coding gene	9	+	39128655	39129590
Olfr1537	old symbol	MGI:3031371	Or8g18	olfactory receptor family 8 subfamily G member 18	protein coding gene	9	-	39148783	39149727
Olfr945	old symbol	MGI:3030779	Or8g28	olfactory receptor family 8 subfamily G member 28	protein coding gene	9	-	39169016	39169975
Olfr948	old symbol	MGI:3030782	Or8g30	olfactory receptor family 8 subfamily G member 30	protein coding gene	9	-	39229943	39230908
Olfr951	old symbol	MGI:3030785	Or8g32	olfactory receptor family 8 subfamily G member 32	protein coding gene	9	+	39305089	39306033
Olfr952	old symbol	MGI:3030786	Or8g33	olfactory receptor family 8 subfamily G member 33	protein coding gene	9	-	39337389	39338444
Olfr954	old symbol	MGI:3030788	Or8g34	olfactory receptor family 8 subfamily G member 34	protein coding gene	9	+	39372729	39373673
Olfr955	old symbol	MGI:3030789	Or8g35	olfactory receptor family 8 subfamily G member 35	protein coding gene	9	-	39381076	39382020
Olfr44	old symbol	MGI:1333829	Or8g20	olfactory receptor family 8 subfamily G member 20	protein coding gene	9	-	39395500	39405284
Olfr957	old symbol	MGI:3030791	Or8g36	olfactory receptor family 8 subfamily G member 36	protein coding gene	9	-	39422079	39423014
Olfr958	old symbol	MGI:3030792	Or10d3	olfactory receptor family 10 subfamily D member 3	protein coding gene	9	-	39461227	39462165
Olfr959	old symbol	MGI:3030793	Or10d1	olfactory receptor family 10 subfamily D member 1	protein coding gene	9	-	39483618	39484553
Olfr148	old symbol	MGI:2660713	Or10n1	olfactory receptor family 10 subfamily N member 1	protein coding gene	9	+	39524865	39525797
Olfr960	old symbol	MGI:3030794	Or10d4b	olfactory receptor family 10 subfamily D member 4B	protein coding gene	9	+	39534421	39535461
Olfr961	old symbol	MGI:3030795	Or10d4c	olfactory receptor family 10 subfamily D member 4C	protein coding gene	9	+	39558024	39558968
Olfr963	old symbol	MGI:3030797	Or10d4	olfactory receptor family 10 subfamily D member 4	protein coding gene	9	+	39580355	39581290
Olfr149	old symbol	MGI:2660716	Or10d1b	olfactory receptor family 10 subfamily D member 1B	protein coding gene	9	-	39613128	39614063
Olfr965	old symbol	MGI:3030799	Or8g52	olfactory receptor family 8 subfamily G member 52	protein coding gene	9	+	39630525	39631463
Olfr150	old symbol	MGI:2659178	Or8g50	olfactory receptor family 8 subfamily G member 50	protein coding gene	9	+	39648113	39649051
Olfr967	old symbol	MGI:3030801	Or8g4	olfactory receptor family 8 subfamily G member 4	protein coding gene	9	+	39661684	39662616
Olfr968	old symbol	MGI:3030802	Or8g53	olfactory receptor family 8 subfamily G member 53	protein coding gene	9	-	39683068	39684094
Olfr969	old symbol	MGI:3030803	Or8g54	olfactory receptor family 8 subfamily G member 54	protein coding gene	9	+	39706673	39707608
Olfr970	old symbol	MGI:3030804	Or8g37	olfactory receptor family 8 subfamily G member 37	protein coding gene	9	+	39730937	39731872
Olfr971	old symbol	MGI:3030805	Or8g2b	olfactory receptor family 8 subfamily G member 2B	protein coding gene	9	+	39750732	39751655
Olfr972	old symbol	MGI:3030806	Or8g55	olfactory receptor family 8 subfamily G member 55	protein coding gene	9	+	39784573	39785517
Olfr229	old symbol	MGI:3030063	Or8g2	olfactory receptor family 8 subfamily G member 2	protein coding gene	9	+	39821101	39822024
Olfr974	old symbol	MGI:3030808	Or8d6	olfactory receptor family 8 subfamily D member 6	protein coding gene	9	+	39853355	39854490
Olfr975	old symbol	MGI:3030809	Or10d5	olfactory receptor family 10 subfamily D member 5	protein coding gene	9	-	39861133	39862065
Olfr976	old symbol	MGI:3030810	Or10d5j	olfactory receptor family 10 subfamily D member 5J	protein coding gene	9	-	39865553	39872340
Olfr978	old symbol	MGI:3030812	Or10g7	olfactory receptor family 10 subfamily G member 7	protein coding gene	9	+	39905108	39906043
Olfr979	old symbol	MGI:3030813	Or10g9	olfactory receptor family 10 subfamily G member 9	protein coding gene	9	-	39911502	39912546
Olfr980	old symbol	MGI:3030814	Or10g9b	olfactory receptor family 10 subfamily G member 9B	protein coding gene	9	-	39917290	39918325
Olfr981	old symbol	MGI:3030815	Or10g6	olfactory receptor family 10 subfamily G member 6	protein coding gene	9	+	39933691	39934623
Olfr982	old symbol	MGI:3030816	Or10s1	olfactory receptor family 10 subfamily S member 1	protein coding gene	9	+	39985593	39986558
Olfr983	old symbol	MGI:3030817	Or8b57	olfactory receptor family 8 subfamily B member 57	protein coding gene	9	-	40003313	40004854
Olfr984	old symbol	MGI:3030818	Or4d5	olfactory receptor family 4 subfamily D member 5	protein coding gene	9	-	40011840	40012784
Olfr985	old symbol	MGI:3030819	Or8d4	olfactory receptor family 8 subfamily D member 4	protein coding gene	9	-	40038220	40039335
Olfr986	old symbol	MGI:3030820	Or6x1	olfactory receptor family 6 subfamily X member 1	protein coding gene	9	+	40098375	40099390
AC160966.1		No associated gene							
Tmem136	old symbol	MGI:2685030	Tlcd5	TLC domain containing 5	protein coding gene	9	-	43019945	43027865
Pdzd3	old symbol	MGI:2429554	Nherf4	NHERF family PDZ scaffold protein 4	protein coding gene	9	-	44158609	44162761
H2afx	rat synonym	MGI:1196396	Dpagt1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	protein coding gene	9	+	44237316	44245197
H2afx	old symbol	MGI:102688	H2ax	H2A.X variant histone	protein coding gene	9	+	44246012	44247374
Ccdc84	old symbol	MGI:2685960	Cenatac	centrosomal AT-AC splicing factor	protein coding gene	9	-	44321456	44329390
Atp5l	human synonym	MGI:3646788	Atg5lrt	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G, retrotransposed	protein coding gene	10	+	95972465	95972776
Atp5l	old symbol	MGI:1351597	Atp5mg	ATP synthase membrane subunit g	protein coding gene	9	-	44824546	44832470
BC049352	old symbol	MGI:3040681	Smim35	small integral membrane protein 35	protein coding gene	9	+	45093305	45161318
BC049352	Genbank	MGI:3040681	Smim35	small integral membrane protein 35	protein coding gene	9	+	45093305	45161318
1110032A03Rik	old symbol	MGI:1915971	Cfap68	cilia and flagella associated protein 68	protein coding gene	9	-	50672674	50679536
4833427G06Rik	old symbol	MGI:1921013	Hoatz	HOATZ cilia and flagella associated protein	protein coding gene	9	-	50992415	51013378
Colca2	old symbol	MGI:2685530	Pou2af3	POU class 2 homeobox associating factor 3	protein coding gene	9	-	51181558	51189865
1810046K07Rik	old symbol	MGI:1917059	Pou2af2	POU domain, class 2, associating factor 2	protein coding gene	9	-	51200986	51240224
Wdr61	old symbol	MGI:1917493	Skic8	SKI8 subunit of superkiller complex	protein coding gene	9	-	54624437	54641833
Odf3l1	old symbol	MGI:2681875	Cimap1c	ciliary microtubule associated protein 1C	protein coding gene	9	-	56755943	56771963
Gramd2	old symbol	MGI:3528937	Gramd2a	GRAM domain containing 2A	protein coding gene	9	+	59587427	59626157
Ccpg1os	old symbol	MGI:3648770	Pierce2	piercer of microtubule wall 2	protein coding gene	9	-	72886999	72892658
2310009A05Rik	old symbol	MGI:1913614	Pigbos1	Pigb opposite strand 1	protein coding gene	9	+	72947000	72950061
Fam214a	old symbol	MGI:2387648	Atosa	atos homolog A	protein coding gene	9	+	74860166	74939750
Ick	old symbol	MGI:1934157	Cilk1	ciliogenesis associated kinase 1	protein coding gene	9	+	78016474	78079389
Gm3776	old symbol	MGI:3826440	Gsta13	glutathione S-transferase alpha 13	protein coding gene	9	+	78164411	78176448
Gm10639	old symbol	MGI:3704339	Gsta5	glutathione S-transferase alpha 5	protein coding gene	9	+	78197210	78212807
Ube2cbp	old symbol	MGI:1917598	Ube3d	ubiquitin protein ligase E3D	protein coding gene	9	-	86189364	86347003
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	9	+	92191430	92239929
7420426K07Rik	old symbol	MGI:3588253	Prr23a4	proline rich 23A, member 4	protein coding gene	9	+	98785172	98786675
1300017J02Rik	old symbol	MGI:1919025	Inhca	inhibitor of carbonic anhydrase	protein coding gene	9	-	103127722	103165496
Acpp	old symbol	MGI:1928480	Acp3	acid phosphatase 3	protein coding gene	9	-	104165439	104214921
Ccdc36	old symbol	MGI:3612242	Iho1	interactor of HORMAD1 1	protein coding gene	9	-	108280810	108305683
Qars	human synonym	MGI:97838	Eprs1	glutamyl-prolyl-tRNA synthetase 1	protein coding gene	1	+	185095241	185160557
Qars	old symbol	MGI:1915851	Qars1	glutaminyl-tRNA synthetase 1	protein coding gene	9	+	108385204	108393140
Tdgf1	old symbol	MGI:98658	Cripto	cripto, EGF-CFC family member	protein coding gene	9	-	110768676	110775226
Tdgf1	synonym	MGI:90466	D16Mit11	DNA segment, Chr 16, Massachusetts Institute of Technology 11	DNA segment	16		36453997	36454170
Zfp651	old symbol	MGI:2670992	Zbtb47	zinc finger and BTB domain containing 47	protein coding gene	9	+	121588396	121600808
9230019H11Rik	old symbol	MGI:3588256	Ulbp3	UL16 binding protein 3	protein coding gene	10	+	3069841	3079546
4930444G20Rik	old symbol	MGI:2149738	Semp2l2b	SUMO/sentrin specific peptidase 2-like 2B	protein coding gene	10	-	21942208	21943978
AC166256.1		No associated gene							
Gm49446	old symbol	MGI:5623508	Gm40623	predicted gene, 40623	lncRNA gene	10	+	35714513	35730337
Gm16364.1		No associated gene							
Gm9803	old symbol	MGI:3704359	Pam16l	presequence translocase associated motor 16 like	protein coding gene	10	+	43400080	43400613
1700021F05Rik	old symbol	MGI:1915101	Mtres1	mitochondrial transcription rescue factor 1	protein coding gene	10	-	43401129	43416990
Lilr4b	old symbol	MGI:102702	Lilrb4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	protein coding gene	10	+	51356757	51362417
Gm47613	old symbol	MGI:1923200	4930594A02Rik	RIKEN cDNA 4930594A02 gene	lncRNA gene	10	+	51633353	51637111
Sept10	old symbol	MGI:1918110	Septin10	septin 10	protein coding gene	10	-	58977446	59057322
