Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End	Ensembl ID
Olfr919	old symbol	MGI:3030753	Or8g51	olfactory receptor family 8 subfamily G member 51	protein coding gene	9	-	38608725	38609672	ENSMUSG00000056961
Olfr920	old symbol	MGI:3030754	Or8b53	olfactory receptor family 8 subfamily B member 53	protein coding gene	9	+	38664092	38668159	ENSMUSG00000061039
Olfr921	old symbol	MGI:3030755	Or8b54	olfactory receptor family 8 subfamily B member 54	protein coding gene	9	+	38684384	38687650	ENSMUSG00000049926
Olfr922	old symbol	MGI:3030756	Or8b55	olfactory receptor family 8 subfamily B member 55	protein coding gene	9	+	38726704	38727835	ENSMUSG00000043911
Olfr923	old symbol	MGI:3030757	Or8b56	olfactory receptor family 8 subfamily B member 56	protein coding gene	9	+	38738911	38739978	ENSMUSG00000044798
Olfr924	old symbol	MGI:3030758	Or8d2	olfactory receptor family 8 subfamily D member 2	protein coding gene	9	+	38759412	38760338	ENSMUSG00000062103
Olfr26	old symbol	MGI:109309	Or8d1	olfactory receptor family 8 subfamily D member 1	protein coding gene	9	+	38766356	38767286	ENSMUSG00000047667
Olfr926	old symbol	MGI:3030760	Or8d2b	olfactory receptor family 8 subfamily D member 2D	protein coding gene	9	+	38788474	38789400	ENSMUSG00000064333
Olfr930	old symbol	MGI:3030764	Or8d23	olfactory receptor family 8 subfamily D member 23	protein coding gene	9	+	38841469	38842395	ENSMUSG00000063221
Olfr933	old symbol	MGI:3030767	Or8d1b	olfactory receptor family 8 subfamily D member 1B	protein coding gene	9	+	38886974	38887900	ENSMUSG00000058515
Olfr934	old symbol	MGI:3030768	Or10d1c	olfactory receptor family 10 subfamily D member 1C	protein coding gene	9	-	38893406	38894338	ENSMUSG00000057424
Olfr935	old symbol	MGI:3030769	Or8g21	olfactory receptor family 8 subfamily G member 21	protein coding gene	9	-	38905803	38906729	ENSMUSG00000059595
Olfr146	old symbol	MGI:2660711	Or8g17	olfactory receptor family 8 subfamily G member 17	protein coding gene	9	-	38929915	38930835	ENSMUSG00000058820
Olfr937	old symbol	MGI:3030771	Or8g23	olfactory receptor family 8 subfamily G member 23	protein coding gene	9	-	38971025	38971960	ENSMUSG00000094182
Olfr938	old symbol	MGI:3030772	Or8g24	olfactory receptor family 8 subfamily G member 24	protein coding gene	9	-	38989092	38990039	ENSMUSG00000048501
Olfr27	old symbol	MGI:109308	Or8g19	olfactory receptor family 8 subfamily G member 19	protein coding gene	9	+	39039463	39056368	ENSMUSG00000049708
Olfr943	old symbol	MGI:3030777	Or8g26	olfactory receptor family 8 subfamily G member 26	protein coding gene	9	+	39077606	39096420	ENSMUSG00000094970
Olfr944	old symbol	MGI:3030778	Or8g27	olfactory receptor family 8 subfamily G member 27	protein coding gene	9	+	39128655	39129590	ENSMUSG00000096555
Olfr1537	old symbol	MGI:3031371	Or8g18	olfactory receptor family 8 subfamily G member 18	protein coding gene	9	-	39148783	39149727	ENSMUSG00000096109
Olfr945	old symbol	MGI:3030779	Or8g28	olfactory receptor family 8 subfamily G member 28	protein coding gene	9	-	39169016	39169975	ENSMUSG00000063380
Olfr948	old symbol	MGI:3030782	Or8g30	olfactory receptor family 8 subfamily G member 30	protein coding gene	9	-	39229943	39230908	ENSMUSG00000057349
Olfr951	old symbol	MGI:3030785	Or8g32	olfactory receptor family 8 subfamily G member 32	protein coding gene	9	+	39305089	39306033	ENSMUSG00000094269
Olfr952	old symbol	MGI:3030786	Or8g33	olfactory receptor family 8 subfamily G member 33	protein coding gene	9	-	39337389	39338444	ENSMUSG00000058856
Olfr954	old symbol	MGI:3030788	Or8g34	olfactory receptor family 8 subfamily G member 34	protein coding gene	9	+	39372729	39373673	ENSMUSG00000094745
Olfr955	old symbol	MGI:3030789	Or8g35	olfactory receptor family 8 subfamily G member 35	protein coding gene	9	-	39381076	39382020	ENSMUSG00000063176
Olfr44	old symbol	MGI:1333829	Or8g20	olfactory receptor family 8 subfamily G member 20	protein coding gene	9	-	39395500	39405284	ENSMUSG00000062649
Olfr957	old symbol	MGI:3030791	Or8g36	olfactory receptor family 8 subfamily G member 36	protein coding gene	9	-	39422079	39423014	ENSMUSG00000095322
Olfr958	old symbol	MGI:3030792	Or10d3	olfactory receptor family 10 subfamily D member 3	protein coding gene	9	-	39461227	39462165	ENSMUSG00000050853
Olfr959	old symbol	MGI:3030793	Or10d1	olfactory receptor family 10 subfamily D member 1	protein coding gene	9	-	39483618	39484553	ENSMUSG00000059366
Olfr148	old symbol	MGI:2660713	Or10n1	olfactory receptor family 10 subfamily N member 1	protein coding gene	9	+	39524865	39525797	ENSMUSG00000048299
Olfr960	old symbol	MGI:3030794	Or10d4b	olfactory receptor family 10 subfamily D member 4B	protein coding gene	9	+	39534421	39535461	ENSMUSG00000059867
Olfr961	old symbol	MGI:3030795	Or10d4c	olfactory receptor family 10 subfamily D member 4C	protein coding gene	9	+	39558024	39558968	ENSMUSG00000059106
Olfr963	old symbol	MGI:3030797	Or10d4	olfactory receptor family 10 subfamily D member 4	protein coding gene	9	+	39580355	39581290	ENSMUSG00000064110
Olfr149	old symbol	MGI:2660716	Or10d1b	olfactory receptor family 10 subfamily D member 1B	protein coding gene	9	-	39613128	39614063	ENSMUSG00000062121
Olfr965	old symbol	MGI:3030799	Or8g52	olfactory receptor family 8 subfamily G member 52	protein coding gene	9	+	39630525	39631463	ENSMUSG00000095839
Olfr150	old symbol	MGI:2659178	Or8g50	olfactory receptor family 8 subfamily G member 50	protein coding gene	9	+	39648113	39649051	ENSMUSG00000094353
Olfr967	old symbol	MGI:3030801	Or8g4	olfactory receptor family 8 subfamily G member 4	protein coding gene	9	+	39661684	39662616	ENSMUSG00000055820
Olfr968	old symbol	MGI:3030802	Or8g53	olfactory receptor family 8 subfamily G member 53	protein coding gene	9	-	39683068	39684094	ENSMUSG00000095903
Olfr969	old symbol	MGI:3030803	Or8g54	olfactory receptor family 8 subfamily G member 54	protein coding gene	9	+	39706673	39707608	ENSMUSG00000094254
Olfr970	old symbol	MGI:3030804	Or8g37	olfactory receptor family 8 subfamily G member 37	protein coding gene	9	+	39730937	39731872	ENSMUSG00000095774
Olfr971	old symbol	MGI:3030805	Or8g2b	olfactory receptor family 8 subfamily G member 2B	protein coding gene	9	+	39750732	39751655	ENSMUSG00000093934
Olfr972	old symbol	MGI:3030806	Or8g55	olfactory receptor family 8 subfamily G member 55	protein coding gene	9	+	39784573	39785517	ENSMUSG00000094449
Olfr229	old symbol	MGI:3030063	Or8g2	olfactory receptor family 8 subfamily G member 2	protein coding gene	9	+	39821101	39822024	ENSMUSG00000095390
Olfr974	old symbol	MGI:3030808	Or8d6	olfactory receptor family 8 subfamily D member 6	protein coding gene	9	+	39853355	39854490	ENSMUSG00000051493
Olfr975	old symbol	MGI:3030809	Or10d5	olfactory receptor family 10 subfamily D member 5	protein coding gene	9	-	39861133	39862065	ENSMUSG00000043331
Olfr976	old symbol	MGI:3030810	Or10d5j	olfactory receptor family 10 subfamily D member 5J	protein coding gene	9	-	39865553	39872340	ENSMUSG00000047352
Olfr978	old symbol	MGI:3030812	Or10g7	olfactory receptor family 10 subfamily G member 7	protein coding gene	9	+	39905108	39906043	ENSMUSG00000044292
Olfr979	old symbol	MGI:3030813	Or10g9	olfactory receptor family 10 subfamily G member 9	protein coding gene	9	-	39911502	39912546	ENSMUSG00000059473
Olfr980	old symbol	MGI:3030814	Or10g9b	olfactory receptor family 10 subfamily G member 9B	protein coding gene	9	-	39917290	39918325	ENSMUSG00000060254
Olfr981	old symbol	MGI:3030815	Or10g6	olfactory receptor family 10 subfamily G member 6	protein coding gene	9	+	39933691	39934623	ENSMUSG00000046678
Olfr982	old symbol	MGI:3030816	Or10s1	olfactory receptor family 10 subfamily S member 1	protein coding gene	9	+	39985593	39986558	ENSMUSG00000049010
Olfr983	old symbol	MGI:3030817	Or8b57	olfactory receptor family 8 subfamily B member 57	protein coding gene	9	-	40003313	40004854	ENSMUSG00000044205
Olfr984	old symbol	MGI:3030818	Or4d5	olfactory receptor family 4 subfamily D member 5	protein coding gene	9	-	40011840	40012784	ENSMUSG00000045812
Olfr985	old symbol	MGI:3030819	Or8d4	olfactory receptor family 8 subfamily D member 4	protein coding gene	9	-	40038220	40039335	ENSMUSG00000049073
Olfr986	old symbol	MGI:3030820	Or6x1	olfactory receptor family 6 subfamily X member 1	protein coding gene	9	+	40098375	40099390	ENSMUSG00000051095
Gm21915	current symbol	MGI:5434079	Gm21915	predicted gene, 21915	protein coding gene	9	+	40581909	40582310	ENSMUSG00000094204
AC160966.1		No associated gene								
Tmem136	old symbol	MGI:2685030	Tlcd5	TLC domain containing 5	protein coding gene	9	-	43019945	43027865	ENSMUSG00000048503
Gm3898	current symbol	MGI:3809204	Gm3898	predicted gene 3898	lncRNA gene	9	+	43741268	43743966	
Pdzd3	old symbol	MGI:2429554	Nherf4	NHERF family PDZ scaffold protein 4	protein coding gene	9	-	44158609	44162761	ENSMUSG00000032105
H2afx	rat synonym	MGI:1196396	Dpagt1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	protein coding gene	9	+	44237316	44245197	ENSMUSG00000032123
H2afx	old symbol	MGI:102688	H2ax	H2A.X variant histone	protein coding gene	9	+	44246012	44247374	ENSMUSG00000049932
BC049352	old symbol	MGI:3040681	Smim35	small integral membrane protein 35	protein coding gene	9	+	45093305	45161318	ENSMUSG00000091996
BC049352	Genbank	MGI:3040681	Smim35	small integral membrane protein 35	protein coding gene	9	+	45093305	45161318	ENSMUSG00000091996
1110032A03Rik	old symbol	MGI:1915971	Cfap68	cilia and flagella associated protein 68	protein coding gene	9	-	50672674	50679536	ENSMUSG00000037971
4833427G06Rik	old symbol	MGI:1921013	Hoatz	HOATZ cilia and flagella associated protein	protein coding gene	9	-	50992415	51013378	ENSMUSG00000032057
Colca2	old symbol	MGI:2685530	Pou2af3	POU class 2 homeobox associating factor 3	protein coding gene	9	-	51181558	51189865	ENSMUSG00000079559
1810046K07Rik	old symbol	MGI:1917059	Pou2af2	POU domain, class 2, associating factor 2	protein coding gene	9	-	51200986	51240224	ENSMUSG00000036027
Wdr61	old symbol	MGI:1917493	Skic8	SKI8 subunit of superkiller complex	protein coding gene	9	-	54624437	54641833	ENSMUSG00000061559
Ccpg1os	old symbol	MGI:3648770	Pierce2	piercer of microtubule wall 2	protein coding gene	9	-	72886999	72892658	ENSMUSG00000086158
2310009A05Rik	old symbol	MGI:1913614	Pigbos1	Pigb opposite strand 1	protein coding gene	9	+	72947000	72950061	ENSMUSG00000098332
Fam214a	old symbol	MGI:2387648	Atosa	atos homolog A	protein coding gene	9	+	74860166	74939750	ENSMUSG00000034858
Ick	old symbol	MGI:1934157	Cilk1	ciliogenesis associated kinase 1	protein coding gene	9	+	78016474	78079389	ENSMUSG00000009828
Gm10639	old symbol	MGI:3704339	Gsta5	glutathione S-transferase alpha 5	protein coding gene	9	+	78197210	78212807	ENSMUSG00000074179
Gm11114	current symbol	MGI:3779366	Gm11114	predicted gene 11114	protein coding gene	9	+	85194826	85194913	ENSMUSG00000079433
1300017J02Rik	old symbol	MGI:1919025	Inhca	inhibitor of carbonic anhydrase	protein coding gene	9	-	103127722	103165496	ENSMUSG00000033688
Ccdc36	old symbol	MGI:3612242	Iho1	interactor of HORMAD1 1	protein coding gene	9	-	108280810	108305683	ENSMUSG00000047220
Gm21836	current symbol	MGI:5434000	Gm21836	predicted gene, 21836	protein coding gene	9	-	124252714	124252776	ENSMUSG00000096734
Gm10945	current symbol	MGI:3779155	Gm10945	predicted gene 10945	protein coding gene	10	-	6690629	6711761	ENSMUSG00000078488
Gm10944	current symbol	MGI:3779154	Gm10944	predicted gene 10944	protein coding gene	10	+	10557092	10557602	ENSMUSG00000078481
4930444G20Rik	old symbol	MGI:2149738	Semp2l2b	SUMO/sentrin specific peptidase 2-like 2B	protein coding gene	10	-	21942208	21943978	ENSMUSG00000069712
AC166256.1		No associated gene								
Gm49446	old symbol	MGI:5623508	Gm40623	predicted gene, 40623	lncRNA gene	10	+	35714513	35730337	ENSMUSG00000111550
Gm16364.1		No associated gene								
Gm9803	old symbol	MGI:3704359	Pam16l	presequence translocase associated motor 16 like	protein coding gene	10	+	43400080	43400613	ENSMUSG00000045886
1700021F05Rik	old symbol	MGI:1915101	Mtres1	mitochondrial transcription rescue factor 1	protein coding gene	10	-	43401129	43416990	ENSMUSG00000019797
Lilr4b	old symbol	MGI:102702	Lilrb4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	protein coding gene	10	+	51356757	51362417	ENSMUSG00000112023
Gm47613	old symbol	MGI:1923200	4930594A02Rik	RIKEN cDNA 4930594A02 gene	lncRNA gene	10	+	51633353	51637111	ENSMUSG00000112270
Gm26741	current symbol	MGI:5477235	Gm26741	predicted gene, 26741	protein coding gene	10	+	52234863	52234949	ENSMUSG00000097704
Gm17542	current symbol	MGI:4937176	Gm17542	predicted gene, 17542	protein coding gene	10	-	58549428	58554032	ENSMUSG00000091731
Sept10	old symbol	MGI:1918110	Septin10	septin 10	protein coding gene	10	-	58977446	59057322	ENSMUSG00000019917
H2afy2	old symbol	MGI:3037658	Macroh2a2	macroH2A.2 histone	protein coding gene	10	-	61574444	61619926	ENSMUSG00000020086
Kif1bp	old symbol	MGI:1919570	Kifbp	kinesin family binding protein	protein coding gene	10	-	62394249	62414846	ENSMUSG00000036955
Gm7075	old symbol	MGI:3646561	Rnf7l	ring finger protein 7 like	protein coding gene	10	-	63257144	63257568	ENSMUSG00000048185
C730027H18Rik.1		No associated gene								
AC141477.1		No associated gene								
Olfr1358	old symbol	MGI:3031192	Or10b1	olfactory receptor family 10 subfamily B member 1	protein coding gene	10	+	78353262	78356400	ENSMUSG00000107822
Olfr1357	old symbol	MGI:3031191	Or1i2	olfactory receptor family 1 subfamily I member 1	protein coding gene	10	-	78447503	78453908	ENSMUSG00000071185
Olfr1356	old symbol	MGI:3031190	Or7c70	olfactory receptor family 7 subfamily C member 70	protein coding gene	10	-	78682785	78683747	ENSMUSG00000051190
Olfr1355	old symbol	MGI:3031189	Or7a39	olfactory receptor family 7 subfamily A member 39	protein coding gene	10	+	78711383	78715940	ENSMUSG00000062873
Olfr1354	old symbol	MGI:3031188	Or7a38	olfactory receptor family 7 subfamily A member 38	protein coding gene	10	+	78752676	78753770	ENSMUSG00000094673
Olfr8	old symbol	MGI:107174	Or7a42	olfactory receptor family 7 subfamily A member 42	protein coding gene	10	+	78791041	78791973	ENSMUSG00000094080
Olfr1353	old symbol	MGI:3031187	Or7a37	olfactory receptor family 7 subfamily A member 37	protein coding gene	10	+	78799143	78806446	ENSMUSG00000042774
Olfr1352	old symbol	MGI:3031186	Or7a36	olfactory receptor family 7 subfamily A member 36	protein coding gene	10	+	78816884	78820555	ENSMUSG00000046493
Olfr1351	old symbol	MGI:3031185	Or7a35	olfactory receptor family 7 subfamily A member 35	protein coding gene	10	+	78853158	78854117	ENSMUSG00000063216
Olfr57	old symbol	MGI:1333808	Or7a41	olfactory receptor family 7 subfamily A member 41	protein coding gene	10	+	78870557	78871636	ENSMUSG00000060205
Gm26602	current symbol	MGI:5477096	Gm26602	predicted gene, 26602	protein coding gene	10	+	79746690	79746974	ENSMUSG00000097854
1600002K03Rik	old symbol	MGI:1917020	Fam174c	family with sequence similarity 174, member C	protein coding gene	10	+	80008778	80010953	ENSMUSG00000035595
4930404N11Rik	old symbol	MGI:1921072	Tektip1	tektin bundle interacting protein 1	protein coding gene	10	-	81199858	81201654	ENSMUSG00000020234
1190007I07Rik	old symbol	MGI:3698433	Uqcc6	ubiquinol-cytochrome c reductase complex assembly factor 6	protein coding gene	10	-	82455685	82459062	ENSMUSG00000063320
D10Wsu102e	old symbol	MGI:106381	Nopchap1	NOP protein chaperone 1	protein coding gene	10	+	83196085	83204699	ENSMUSG00000020255
Btbd11	old symbol	MGI:1921257	Abtb3	ankyrin repeat and BTB domain containing 3	protein coding gene	10	+	85222678	85496156	ENSMUSG00000020042
Gm5136	old symbol	MGI:3647286	Brcc3dc	BRCA1/BRCA2-containing complex, subunit 3, domain containing	protein coding gene	10	-	108534905	108536021	ENSMUSG00000112039
Gm10271	current symbol	MGI:3642827	Gm10271	predicted gene 10271	protein coding gene	10	-	116792729	116808514	ENSMUSG00000069518
Iltifb	old symbol	MGI:2151139	Il22b	interleukin 22B	protein coding gene	10	-	118125534	118130943	ENSMUSG00000090461
BC048403	old symbol	MGI:2670984	Kics2	KICSTOR subunit 2	protein coding gene	10	+	121575835	121588770	ENSMUSG00000053684
BC048403	Genbank	MGI:2670984	Kics2	KICSTOR subunit 2	protein coding gene	10	+	121575835	121588770	ENSMUSG00000053684
A130077B15Rik	old symbol	MGI:2441782	Sros1	non-coding RNA suppressor of Stat1	lncRNA gene	10	-	122400928	122405796	ENSMUSG00000112095
Gm49335	old symbol	MGI:5589698	Gm30539	predicted gene, 30539	lncRNA gene	10	+	126793892	126796866	ENSMUSG00000112035
March9	old symbol	MGI:2446144	Marchf9	membrane associated ring-CH-type finger 9	protein coding gene	10	-	126891919	126896053	ENSMUSG00000040502
Ddit3.1		No associated gene								
Mars	old symbol	MGI:1345633	Mars1	methionine-tRNA synthetase 1	protein coding gene	10	-	127132090	127147655	ENSMUSG00000040354
Mars	human synonym	MGI:1925049	Sla2	Src-like-adaptor 2	protein coding gene	2	-	156716071	156729161	ENSMUSG00000027636
AC135859.1		No associated gene								
Olfr9	old symbol	MGI:107600	Or10p22	olfactory receptor family 10 subfamily P member 22	protein coding gene	10	+	128825543	128826769	ENSMUSG00000069430
Olfr763	old symbol	MGI:3030597	Or10p21	olfactory receptor family 10 subfamily P member 21	protein coding gene	10	+	128847156	128848085	ENSMUSG00000063374
Olfr764-ps1	old symbol	MGI:3030598	Or6c200-ps1	olfactory receptor family 6 subfamily C member 200, pseudogene 1	pseudogene	10	-	128869729	128870667	ENSMUSG00000107648
Olfr765	old symbol	MGI:3030599	Or6c8b	olfactory receptor family 6 subfamily C member 8B	protein coding gene	10	-	128882001	128882930	ENSMUSG00000056853
Olfr766-ps1	old symbol	MGI:3030600	Or6c63-ps1	olfactory receptor family 6 subfamily C member 63, pseudogene 1	pseudogene	10	-	128898897	128899835	ENSMUSG00000107748
Olfr767	old symbol	MGI:3030601	Or6c8	olfactory receptor family 6 subfamily C member 8	protein coding gene	10	-	128914901	128915830	ENSMUSG00000059762
Olfr768	old symbol	MGI:3030602	Or6c38	olfactory receptor family 6 subfamily C member 38	protein coding gene	10	-	128928903	128929841	ENSMUSG00000050198
Olfr769	old symbol	MGI:3030603	Or6c2b	olfactory receptor family 6 subfamily C member 2B	protein coding gene	10	-	128947354	128948292	ENSMUSG00000042801
Olfr770	old symbol	MGI:3030604	Or6c201	olfactory receptor family 6 subfamily C member 201	protein coding gene	10	-	128968700	128969635	ENSMUSG00000047868
Olfr771	old symbol	MGI:3030605	Or6c202	olfactory receptor family 6 subfamily C member 202	protein coding gene	10	-	128995898	128996851	ENSMUSG00000061367
Olfr772	old symbol	MGI:3030606	Or6c203	olfactory receptor family 6 subfamily C member 203	protein coding gene	10	-	129009920	129010923	ENSMUSG00000107662
Olfr773	old symbol	MGI:3030607	Or6c204	olfactory receptor family 6 subfamily C member 204	protein coding gene	10	-	129022353	129023288	ENSMUSG00000096000
Olfr774	old symbol	MGI:3030608	Or6c5	olfactory receptor family 6 subfamily C member 5	protein coding gene	10	+	129074020	129074958	ENSMUSG00000096229
Olfr775	old symbol	MGI:3030609	Or6c205	olfactory receptor family 6 subfamily C member 205	protein coding gene	10	+	129086405	129087343	ENSMUSG00000096220
Olfr776	old symbol	MGI:3030610	Or6c206	olfactory receptor family 6 subfamily C member 206	protein coding gene	10	+	129096832	129097770	ENSMUSG00000095483
Olfr777	old symbol	MGI:3030611	Or6c207	olfactory receptor family 6 subfamily C member 207	protein coding gene	10	-	129104255	129105190	ENSMUSG00000062914
Olfr780	old symbol	MGI:3030614	Or6c68	olfactory receptor family 6 subfamily C member 68	protein coding gene	10	+	129157494	129158432	ENSMUSG00000049573
Olfr781	old symbol	MGI:3030615	Or6c35	olfactory receptor family 6 subfamily C member 35	protein coding gene	10	+	129168752	129169687	ENSMUSG00000095138
Olfr782	old symbol	MGI:3030616	Or6c6	olfactory receptor family 6 subfamily C member 6	protein coding gene	10	+	129186434	129187378	ENSMUSG00000095075
Olfr784	old symbol	MGI:3030618	Or6c208	olfactory receptor family 6 subfamily C member 208	protein coding gene	10	+	129223504	129224691	ENSMUSG00000094347
Olfr785	old symbol	MGI:3030619	Or6c5b	olfactory receptor family 6 subfamily C member 5B	protein coding gene	10	+	129245237	129246175	ENSMUSG00000111732
Olfr786	old symbol	MGI:3030620	Or6c1b	olfactory receptor family 6 subfamily C member 1B	protein coding gene	10	+	129272683	129273621	ENSMUSG00000095696
Olfr787	old symbol	MGI:3030621	Or6c5c	olfactory receptor family 6 subfamily C member 5C	protein coding gene	10	+	129297809	129299485	ENSMUSG00000096497
Olfr788	old symbol	MGI:3030622	Or6c3	olfactory receptor family 6 subfamily C member 3	protein coding gene	10	+	129308563	129309498	ENSMUSG00000049217
Olfr789	old symbol	MGI:3030623	Or6c7	olfactory receptor family 6 subfamily C member 7	protein coding gene	10	+	129322881	129323819	ENSMUSG00000111273
Olfr790	old symbol	MGI:3030624	Or6c75	olfactory receptor family 6 subfamily C member 75	protein coding gene	10	+	129336755	129337723	ENSMUSG00000044025
Olfr791	old symbol	MGI:3030625	Or6c2	olfactory receptor family 6 subfamily C member 2	protein coding gene	10	+	129362098	129363036	ENSMUSG00000047626
Olfr792	old symbol	MGI:3030626	Or6c66b	olfactory receptor family 6 subfamily C member 66B	protein coding gene	10	+	129376408	129377343	ENSMUSG00000094496
Olfr794	old symbol	MGI:3030628	Or6c88	olfactory receptor family 6 subfamily C member 88	protein coding gene	10	+	129406526	129407488	ENSMUSG00000044293
Olfr796	old symbol	MGI:3030630	Or10p1	olfactory receptor family 10 subfamily P member 1	protein coding gene	10	-	129443416	129444348	ENSMUSG00000052012
Olfr798	old symbol	MGI:3030632	Or6c66	olfactory receptor family 6 subfamily C member 66	protein coding gene	10	-	129460993	129461928	ENSMUSG00000095002
Olfr799	old symbol	MGI:3030633	Or6c209	olfactory receptor family 6 subfamily C member 209	protein coding gene	10	+	129482999	129483934	ENSMUSG00000094734
Olfr800	old symbol	MGI:3030634	Or6c210	olfactory receptor family 6 subfamily C member 210	protein coding gene	10	+	129495677	129496612	ENSMUSG00000108114
Olfr801	old symbol	MGI:3030635	Or6c211	olfactory receptor family 6 subfamily C member 211	protein coding gene	10	-	129505430	129506386	ENSMUSG00000058513
Olfr802	old symbol	MGI:3030636	Or6c1	olfactory receptor family 6 subfamily C member 1	protein coding gene	10	-	129517668	129518606	ENSMUSG00000093866
Olfr803	old symbol	MGI:3030637	Or6c3b	olfactory receptor family 6 subfamily C member 3B	protein coding gene	10	-	129526982	129527908	ENSMUSG00000046041
Olfr804	old symbol	MGI:3030638	Or6c6c	olfactory receptor family 6 subfamily C member 6C	protein coding gene	10	+	129540749	129541693	ENSMUSG00000095401
Olfr805	old symbol	MGI:3030639	Or6c212	olfactory receptor family 6 subfamily C member 212	protein coding gene	10	-	129558452	129559411	ENSMUSG00000096858
Olfr806	old symbol	MGI:3030640	Or6c213	olfactory receptor family 6 subfamily C member 213	protein coding gene	10	-	129573843	129574784	ENSMUSG00000071065
Olfr807	old symbol	MGI:3030641	Or6c214	olfactory receptor family 6 subfamily C member 214	protein coding gene	10	-	129590382	129591317	ENSMUSG00000050478
Olfr808	old symbol	MGI:3030642	Or6c65	olfactory receptor family 6 subfamily C member 65	protein coding gene	10	+	129603367	129604305	ENSMUSG00000049894
Olfr809	old symbol	MGI:3030643	Or6c76	olfactory receptor family 6 subfamily C member 76	protein coding gene	10	+	129611740	129612726	ENSMUSG00000050251
Olfr810	old symbol	MGI:3030644	Or6c69b	olfactory receptor family 6 subfamily C member 69B	protein coding gene	10	-	129626518	129627456	ENSMUSG00000069421
Olfr811	old symbol	MGI:3030645	Or6c215	olfactory receptor family 6 subfamily C member 215	protein coding gene	10	-	129637433	129638392	ENSMUSG00000063173
Olfr812	old symbol	MGI:3030646	Or6c216	olfactory receptor family 6 subfamily C member 216	protein coding gene	10	-	129677977	129678909	ENSMUSG00000049052
Olfr813	old symbol	MGI:3030647	Or6c76b	olfactory receptor family 6 subfamily C member 76B	protein coding gene	10	+	129692389	129693321	ENSMUSG00000052818
Olfr814	old symbol	MGI:3030648	Or6c70	olfactory receptor family 6 subfamily C member 70	protein coding gene	10	-	129709692	129710624	ENSMUSG00000059134
Olfr815	old symbol	MGI:3030649	Or6c217	olfactory receptor family 6 subfamily C member 217	protein coding gene	10	-	129737645	129738595	ENSMUSG00000061961
Olfr816	old symbol	MGI:3030650	Or6c69	olfactory receptor family 6 subfamily C member 69	protein coding gene	10	-	129747207	129748145	ENSMUSG00000063715
Olfr818	old symbol	MGI:3030652	Or6c219	olfactory receptor family 6 subfamily C member 219	protein coding gene	10	-	129780973	129781929	ENSMUSG00000058071
Olfr819	old symbol	MGI:3030653	Or10u4	olfactory receptor family 10 subfamily U member 4	protein coding gene	10	-	129801605	129802567	ENSMUSG00000094295
Olfr247	old symbol	MGI:3030081	Or10u3	olfactory receptor family 10 subfamily U member 3	protein coding gene	10	-	129810474	129811418	ENSMUSG00000095608
Olfr820	old symbol	MGI:3030654	Or6c33	olfactory receptor family 6 subfamily C member 33	protein coding gene	10	+	129853232	129854170	ENSMUSG00000048745
Olfr821	old symbol	MGI:3030655	Or6c74	olfactory receptor family 6 subfamily C member 74	protein coding gene	10	+	129869497	129870429	ENSMUSG00000044897
Olfr822	old symbol	MGI:3030656	Or6c69c	olfactory receptor family 6 subfamily C member 69C	protein coding gene	10	+	129910281	129911219	ENSMUSG00000058251
Olfr823	old symbol	MGI:3030657	Or9r3	olfactory receptor family 9 subfamily R member 3	protein coding gene	10	-	129947710	129948657	ENSMUSG00000096747
Olfr824	old symbol	MGI:3030658	Or9r7	olfactory receptor family 9 subfamily R member 7	protein coding gene	10	-	129961977	129962924	ENSMUSG00000095804
Olfr825	old symbol	MGI:3030659	Or9k2	olfactory receptor family 9 subfamily K member 2	protein coding gene	10	-	129998231	129999193	ENSMUSG00000058084
Olfr826	old symbol	MGI:3030660	Or9k2b	olfactory receptor family 9 subfamily K member 2B	protein coding gene	10	-	130015806	130016747	ENSMUSG00000059862
Olfr827	old symbol	MGI:3030661	Or9k7	olfactory receptor family 9 subfamily K member 7	protein coding gene	10	-	130046029	130046997	ENSMUSG00000045559
Gm11032	current symbol	MGI:3779255	Gm11032	predicted gene 11032	protein coding gene	11	+	4570067	4571698	ENSMUSG00000079010
A730071L15Rik	current symbol	MGI:3642498	A730071L15Rik	RIKEN cDNA A730071L15Rik gene	protein coding gene	11	+	6150029	6151643	ENSMUSG00000096923
H2afv	old symbol	MGI:1924855	H2az2	H2A.Z histone variant 2	protein coding gene	11	-	6377229	6394443	ENSMUSG00000041126
Cccd201		No associated gene								
Wdr92	old symbol	MGI:2144224	Dnaaf10	dynein axonemal assembly factor 10	protein coding gene	11	+	17161893	17185200	ENSMUSG00000078970
0610010F05Rik	old symbol	MGI:1918925	Sanbr	SANT and BTB domain regulator of CSR	protein coding gene	11	-	23514961	23583639	ENSMUSG00000042208
Gm12082	old symbol	MGI:3650549	Mir217hg	microRNA 217 host gene	lncRNA gene	11	+	28680633	28722168	ENSMUSG00000085510
4931440F15Rik	old symbol	MGI:2441689	Fem1al	fem-1 homolog A like	protein coding gene	11	-	29772395	29775668	ENSMUSG00000078157
Gm17332	current symbol	MGI:4936966	Gm17332	predicted gene, 17332	protein coding gene	11	-	31132376	31132462	ENSMUSG00000091195
