Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End	Ensembl ID
AC132407.1		No associated gene								
Gm5346	old symbol	MGI:3647273	Adam34l	a disintegrin and metallopeptidase domain 34 like	protein coding gene	8	-	44077988	44080313	ENSMUSG00000050190
5033428I22Rik	old symbol	MGI:1923246	Hdnr	Hand2 downstream lncRNA	lncRNA gene	8	+	57785470	57807615	ENSMUSG00000097910
Gm10663	current symbol	MGI:3642419	Gm10663	predicted gene 10663	protein coding gene	8	+	65527685	65530132	ENSMUSG00000074302
March1	old symbol	MGI:1920175	Marchf1	membrane associated ring-CH-type finger 1	protein coding gene	8	+	66070552	66924289	ENSMUSG00000036469
Gm9495	old symbol	MGI:3779905	Potefam3c	POTE ankyrin domain family member 3C	protein coding gene	8	-	69880632	69906217	ENSMUSG00000107280
Gm7697	old symbol	MGI:3649141	Potefam3d	POTE ankyrin domain family member 3D	protein coding gene	8	-	69933998	69975628	ENSMUSG00000106824
Fam129c	old symbol	MGI:3686743	Niban3	niban apoptosis regulator 3	protein coding gene	8	+	72050292	72060580	ENSMUSG00000043243
Olfr372	old symbol	MGI:3030206	Or2z8	olfactory receptor family 2 subfamily Z member 8	protein coding gene	8	+	72811504	72812519	ENSMUSG00000069998
Olfr373	old symbol	MGI:3030207	Or2z9	olfactory receptor family 2 subfamily Z member 9	protein coding gene	8	+	72853606	72854550	ENSMUSG00000061561
Olfr374	old symbol	MGI:3030208	Or1ab2	olfactory receptor family 1 subfamily AB member 2	protein coding gene	8	+	72860884	72864353	ENSMUSG00000046881
Gm11034	current symbol	MGI:3779257	Gm11034	predicted gene 11034	protein coding gene	8	-	72967338	72967480	ENSMUSG00000079016
Gm10282	old symbol	MGI:3704312	Hmgn2-ps	high mobility group nucleosomal binding domain 2, pseudogene	protein coding gene	8	-	73057954	73059104	ENSMUSG00000070713
Gm45741	old symbol	MGI:1923882	1700093P08Rik	RIKEN cDNA 1700093P08 gene	lncRNA gene	8	+	76736654	76737767	ENSMUSG00000110603
Olfr370	old symbol	MGI:3030204	Or10k2	olfactory receptor family 10 subfamily K member 2	protein coding gene	8	+	84267722	84268817	ENSMUSG00000047286
Ddx39	old symbol	MGI:1915528	Ddx39a	DEAD box helicase 39a	protein coding gene	8	+	84441806	84453521	ENSMUSG00000005481
2210011C24Rik	old symbol	MGI:1917384	Misp3	MISP family member 3	protein coding gene	8	-	84736857	84738349	ENSMUSG00000074217
4930432K21Rik	old symbol	MGI:1921916	Brme1	break repair meiotic recombinase recruitment factor 1	protein coding gene	8	+	84874654	84899219	ENSMUSG00000008129
Asna1	old symbol	MGI:1928379	Get3	guided entry of tail-anchored proteins factor 3, ATPase	protein coding gene	8	-	85744560	85751910	ENSMUSG00000052456
Gm5741	old symbol	MGI:3645690	Gng14	G protein subunit gamma 14	protein coding gene	8	-	85794197	85794611	ENSMUSG00000095845
Olfr371	old symbol	MGI:3030205	Or7c19	olfactory receptor family 7 subfamily C member 19	protein coding gene	8	+	85957126	85958064	ENSMUSG00000051952
Fam192a	old symbol	MGI:1919637	Psme3ip1	proteasome activator subunit 3 interacting protein 1	protein coding gene	8	-	95301568	95328483	ENSMUSG00000031774
D230025D16Rik	old symbol	MGI:2443049	Phaf1	phagosome assembly factor 1	protein coding gene	8	+	105951779	105979685	ENSMUSG00000031889
4931428F04Rik	old symbol	MGI:1921606	Matcap1	microtubule associated tyrosine carboxypeptidase 1	protein coding gene	8	-	106007041	106016160	ENSMUSG00000014837
Lrrc29	old symbol	MGI:2443262	Fbxl9	F-box and leucine-rich repeat protein 9	protein coding gene	8	-	106038972	106052952	ENSMUSG00000041679
Dpep2.1		No associated gene								
Gm50241	old symbol	MGI:6303050	Derpc	DERPC proline and glycine rich nuclear protein	protein coding gene	8	-	107610522	107620225	ENSMUSG00000117748
Gm17720	current symbol	MGI:4937354	Gm17720	predicted gene, 17720	protein coding gene	8	-	110809435	110829385	ENSMUSG00000091041
Fam92b	old symbol	MGI:3588213	Cibar2	CBY1 interacting BAR domain containing 2	protein coding gene	8	-	120893136	120904205	ENSMUSG00000042269
Gm3952	current symbol	MGI:3782126	Gm3952	predicted gene 3952	protein coding gene	8	-	129472444	129525175	ENSMUSG00000102141
Gm10999	current symbol	MGI:3779215	Gm10999	predicted gene 10999	protein coding gene	8	-	129855578	129858142	ENSMUSG00000078840
Gm10722	current symbol	MGI:3642024	Gm10722	predicted gene 10722	protein coding gene	9	+	3000922	3002330	ENSMUSG00000091028
Gm11168	current symbol	MGI:3779420	Gm11168	predicted gene 11168	protein coding gene	9	+	3003346	3006948	ENSMUSG00000096385
Gm10721	current symbol	MGI:3641688	Gm10721	predicted gene 10721	protein coding gene	9	+	3013140	3014344	ENSMUSG00000096519
Gm10720	current symbol	MGI:3641687	Gm10720	predicted gene 10720	protein coding gene	9	+	3015654	3017210	ENSMUSG00000074564
Gm10719	current symbol	MGI:3641690	Gm10719	predicted gene 10719	protein coding gene	9	+	3017408	3021593	ENSMUSG00000095547
Gm10718	current symbol	MGI:3642028	Gm10718	predicted gene 10718	protein coding gene	9	+	3023547	3025218	ENSMUSG00000095186
Gm10717	current symbol	MGI:3642031	Gm10717	predicted gene 10717	protein coding gene	9	+	3025417	3033289	ENSMUSG00000095891
Gm17535	current symbol	MGI:4937169	Gm17535	predicted gene, 17535	protein coding gene	9	+	3034599	3035805	ENSMUSG00000096736
Gm10715	current symbol	MGI:3642376	Gm10715	predicted gene 10715	protein coding gene	9	+	3036877	3038316	ENSMUSG00000096201
Olfr24	old symbol	MGI:109311	Or1m1	olfactory receptor family 1 subfamily M member 1	protein coding gene	9	-	18665988	18666929	ENSMUSG00000054141
Olfr828	old symbol	MGI:3030662	Or7g16	olfactory receptor family 7 subfamily G member 16	protein coding gene	9	-	18726650	18727588	ENSMUSG00000078116
Olfr829	old symbol	MGI:3030663	Or7g17	olfactory receptor family 7 subfamily G member 17	protein coding gene	9	+	18767923	18768888	ENSMUSG00000051414
Olfr830	old symbol	MGI:3030664	Or7g18	olfactory receptor family 7 subfamily G member 18	protein coding gene	9	+	18786256	18787572	ENSMUSG00000062868
Olfr832	old symbol	MGI:3030666	Or7g19	olfactory receptor family 7 subfamily G member 19	protein coding gene	9	+	18855946	18856884	ENSMUSG00000095957
Olfr834	old symbol	MGI:3030668	Or7g12	olfactory receptor family 7 subfamily G member 12	protein coding gene	9	+	18899286	18900224	ENSMUSG00000095525
Olfr835	old symbol	MGI:3030669	Or7g20	olfactory receptor family 7 subfamily G member 20	protein coding gene	9	+	18946421	18947356	ENSMUSG00000045204
Olfr836	old symbol	MGI:3030670	Or7g21	olfactory receptor family 7 subfamily G member 21	protein coding gene	9	+	19032253	19033207	ENSMUSG00000059303
Olfr837	old symbol	MGI:3030671	Or7g22	olfactory receptor family 7 subfamily G member 22	protein coding gene	9	+	19048224	19049263	ENSMUSG00000110621
Olfr839-ps1		No associated gene								
Olfr843	old symbol	MGI:3030677	Or7g25	olfactory receptor family 7 subfamily G member 25	protein coding gene	9	-	19159653	19160759	ENSMUSG00000048391
Olfr844	old symbol	MGI:3030678	Or7g26	olfactory receptor family 7 subfamily G member 26	protein coding gene	9	+	19229820	19230761	ENSMUSG00000049229
Olfr845	old symbol	MGI:3030679	Or7g27	olfactory receptor family 7 subfamily G member 27	protein coding gene	9	+	19249755	19250696	ENSMUSG00000061614
Olfr846	old symbol	MGI:3030680	Or7g28	olfactory receptor family 7 subfamily G member 28	protein coding gene	9	-	19271711	19272652	ENSMUSG00000058692
Olfr847	old symbol	MGI:3030681	Or7g29	olfactory receptor family 7 subfamily G member 29	protein coding gene	9	-	19286237	19287175	ENSMUSG00000059821
Olfr849	old symbol	MGI:3030683	Or7g30	olfactory receptor family 7 subfamily G member 30	protein coding gene	9	+	19352211	19353149	ENSMUSG00000052182
Olfr850	old symbol	MGI:3030684	Or7g31	olfactory receptor family 7 subfamily G member 31	protein coding gene	9	-	19388597	19389544	ENSMUSG00000094535
Olfr851	old symbol	MGI:3030685	Or7g32	olfactory receptor family 7 subfamily G member 32	protein coding gene	9	+	19404591	19414111	ENSMUSG00000052625
Olfr853	old symbol	MGI:3030687	Or7g33	olfactory receptor family 7 subfamily G member 33	protein coding gene	9	-	19448307	19449224	ENSMUSG00000051160
Olfr854	old symbol	MGI:3030688	Or7g34	olfactory receptor family 7 subfamily G member 34	protein coding gene	9	-	19477731	19478678	ENSMUSG00000095667
Olfr855	old symbol	MGI:3030689	Or7g35	olfactory receptor family 7 subfamily G member 35	protein coding gene	9	+	19495807	19496798	ENSMUSG00000043087
Olfr857	old symbol	MGI:3030691	Or7e166	olfactory receptor family 7 subfamily E member 166	protein coding gene	9	+	19624125	19625054	ENSMUSG00000094678
Olfr58	old symbol	MGI:1333790	Or7e165	olfactory receptor family 7 subfamily E member 165	protein coding gene	9	+	19691579	19695360	ENSMUSG00000058659
Olfr859	old symbol	MGI:3030693	Or7e168	olfactory receptor family 7 subfamily E member 168	protein coding gene	9	+	19719616	19720545	ENSMUSG00000095448
Olfr860	old symbol	MGI:3030694	Or7e169	olfactory receptor family 7 subfamily E member 169	protein coding gene	9	-	19756919	19761043	ENSMUSG00000066905
Olfr862	old symbol	MGI:3030696	Or7e170	olfactory receptor family 7 subfamily E member 170	protein coding gene	9	-	19794679	19795969	ENSMUSG00000063842
Olfr77	old symbol	MGI:2153206	Or7d10	olfactory receptor family 7 subfamily D member 10	protein coding gene	9	+	19828525	19833806	ENSMUSG00000051118
Olfr866	old symbol	MGI:3030700	Or7e173	olfactory receptor family 7 subfamily E member 173	protein coding gene	9	-	19938255	19939331	ENSMUSG00000050803
Olfr867	old symbol	MGI:3030701	Or7d11	olfactory receptor family 7 subfamily D member 11	protein coding gene	9	-	19965762	19966757	ENSMUSG00000044454
Olfr868	old symbol	MGI:3030702	Or7e174	olfactory receptor family 7 subfamily E member 174	protein coding gene	9	+	20009922	20012986	ENSMUSG00000044106
Olfr869	old symbol	MGI:3030703	Or7e175	olfactory receptor family 7 subfamily E member 175	protein coding gene	9	+	20040305	20050059	ENSMUSG00000058491
Olfr870	old symbol	MGI:3030704	Or8b12i	olfactory receptor family 8 subfamily B member 12I	protein coding gene	9	-	20081930	20082865	ENSMUSG00000066899
Olfr871	old symbol	MGI:3030705	Or7h8	olfactory receptor family 7 subfamily H member 8	protein coding gene	9	+	20123503	20124649	ENSMUSG00000061457
Olfr872	old symbol	MGI:3030706	Or7e176	olfactory receptor family 7 subfamily E member 176	protein coding gene	9	+	20148458	20172209	ENSMUSG00000066897
Olfr39	old symbol	MGI:1313142	Or7d9	olfactory receptor family 7 subfamily D member 9	protein coding gene	9	+	20193647	20197944	ENSMUSG00000059623
Olfr873	rat synonym	MGI:3030703	Or7e175	olfactory receptor family 7 subfamily E member 175	protein coding gene	9	+	20040305	20050059	ENSMUSG00000058491
Olfr873	old symbol	MGI:3030707	Or7e177	olfactory receptor family 7 subfamily E member 177	protein coding gene	9	+	20211507	20212466	ENSMUSG00000049028
Olfr18	old symbol	MGI:109317	Or7e178	olfactory receptor family 7 subfamily E member 178	protein coding gene	9	-	20225188	20247390	ENSMUSG00000066896
Ccdc151	old symbol	MGI:1924859	Odad3	outer dynein arm docking complex subunit 3	protein coding gene	9	-	21901167	21913930	ENSMUSG00000039632
Gm17545	current symbol	MGI:4937179	Gm17545	predicted gene, 17545	protein coding gene	9	+	22365586	22373358	ENSMUSG00000091159
Gm10181	current symbol	MGI:3642432	Gm10181	predicted gene 10181	protein coding gene	9	+	25000718	25000786	ENSMUSG00000066810
Sept7	old symbol	MGI:1335094	Septin7	septin 7	protein coding gene	9	+	25163735	25219867	ENSMUSG00000001833
Olfr160	old symbol	MGI:1931271	Or8a1b	olfactory receptor family 8 subfamily A member 1B	protein coding gene	9	-	37622644	37623576	ENSMUSG00000061165
Olfr874	old symbol	MGI:3030708	Or8b12	olfactory receptor family 8 subfamily B member 12	protein coding gene	9	+	37656596	37658402	ENSMUSG00000063350
Olfr875	old symbol	MGI:3030709	Or8b12b	olfactory receptor family 8 subfamily B member 12B	protein coding gene	9	+	37683933	37684936	ENSMUSG00000058628
Olfr876	old symbol	MGI:3030710	Or8b12c	olfactory receptor family 8 subfamily B member 12C	protein coding gene	9	+	37715185	37716232	ENSMUSG00000066750
Olfr877	old symbol	MGI:3030711	Or8b9	olfactory receptor family 8 subfamily B member 9	protein coding gene	9	+	37766116	37767051	ENSMUSG00000066749
Olfr145	old symbol	MGI:2177528	Or8b8	olfactory receptor family 8 subfamily B member 8	protein coding gene	9	+	37808020	37814815	ENSMUSG00000066748
Olfr878	old symbol	MGI:3030712	Or8b4	olfactory receptor family 8 subfamily B member 4	protein coding gene	9	+	37829844	37830908	ENSMUSG00000066747
Olfr881	old symbol	MGI:3030715	Or8b35	olfactory receptor family 8 subfamily B member 35	protein coding gene	9	+	37903788	37904735	ENSMUSG00000060583
Olfr883	old symbol	MGI:3030717	Or8b36	olfactory receptor family 8 subfamily B member 36	protein coding gene	9	+	37937104	37938033	ENSMUSG00000094461
Olfr884	old symbol	MGI:3030718	Or8b37	olfactory receptor family 8 subfamily B member 37	protein coding gene	9	+	37957851	37961433	ENSMUSG00000095893
Olfr885	old symbol	MGI:3030719	Or8b38	olfactory receptor family 8 subfamily B member 38	protein coding gene	9	+	37972618	37973547	ENSMUSG00000096424
Olfr887	old symbol	MGI:3030721	Or8b39	olfactory receptor family 8 subfamily B member 39	protein coding gene	9	+	37996134	37997063	ENSMUSG00000096167
Olfr888	old symbol	MGI:3030722	Or8b101	olfactory receptor family 8 subfamily B member 101	protein coding gene	9	+	38019984	38020928	ENSMUSG00000095527
Olfr889	old symbol	MGI:3030723	Or8b40	olfactory receptor family 8 subfamily B member 40	protein coding gene	9	+	38027094	38028023	ENSMUSG00000096356
Olfr890	old symbol	MGI:3030724	Or8b41	olfactory receptor family 8 subfamily B member 41	protein coding gene	9	+	38054433	38055377	ENSMUSG00000096409
Olfr891	old symbol	MGI:3030725	Or8c13	olfactory receptor family 8 subfamily C member 13	protein coding gene	9	-	38091167	38092117	ENSMUSG00000045528
Olfr893	old symbol	MGI:3030727	Or8c15	olfactory receptor family 8 subfamily C member 15	protein coding gene	9	+	38120348	38121289	ENSMUSG00000093901
Olfr894	old symbol	MGI:3030728	Or8c16	olfactory receptor family 8 subfamily C member 16	protein coding gene	9	+	38130114	38131062	ENSMUSG00000070311
Olfr143	old symbol	MGI:2177526	Or8c8	olfactory receptor family 8 subfamily C member 8	protein coding gene	9	+	38164715	38165656	ENSMUSG00000094778
Olfr895	old symbol	MGI:3030729	Or8c17	olfactory receptor family 8 subfamily C member 17	protein coding gene	9	+	38179297	38181049	ENSMUSG00000096427
Olfr896-ps1		No associated gene								
Olfr25	old symbol	MGI:109310	Or8c9	olfactory receptor family 8 subfamily C member 9	protein coding gene	9	+	38240788	38241855	ENSMUSG00000058270
Olfr898	old symbol	MGI:3030732	Or8c20	olfactory receptor family 8 subfamily C member 20	protein coding gene	9	+	38260381	38261331	ENSMUSG00000094588
Olfr250	old symbol	MGI:3030084	Or8c10	olfactory receptor family 8 subfamily C member 10	protein coding gene	9	+	38278844	38279839	ENSMUSG00000049864
Olfr251	old symbol	MGI:3030085	Or8c11	olfactory receptor family 8 subfamily C member 11	protein coding gene	9	+	38289179	38290129	ENSMUSG00000096757
Olfr147	old symbol	MGI:2660712	Or8b3	olfactory receptor family 8 subfamily B member 3	protein coding gene	9	+	38313007	38315125	ENSMUSG00000049098
Olfr901	old symbol	MGI:3030735	Or8b42	olfactory receptor family 8 subfamily B member 42	protein coding gene	9	+	38341580	38342515	ENSMUSG00000052058
Olfr902	old symbol	MGI:3030736	Or8b43	olfactory receptor family 8 subfamily B member 43	protein coding gene	9	+	38360088	38361143	ENSMUSG00000049334
Olfr904	old symbol	MGI:3030738	Or8b1b	olfactory receptor family 8 subfamily B member 1B	protein coding gene	9	+	38375330	38378952	ENSMUSG00000094380
Olfr905	old symbol	MGI:3030739	Or8b1c	olfactory receptor family 8 subfamily B member 1C	protein coding gene	9	+	38384045	38384977	ENSMUSG00000096794
Olfr906	old symbol	MGI:3030740	Or8b1	olfactory receptor family 8 subfamily B member 1	protein coding gene	9	+	38399327	38400262	ENSMUSG00000039962
Olfr907	old symbol	MGI:3030741	Or8b44	olfactory receptor family 8 subfamily B member 44	protein coding gene	9	+	38409967	38410899	ENSMUSG00000094810
Olfr911-ps1		No associated gene								
Olfr910	old symbol	MGI:3030744	Or8b46	olfactory receptor family 8 subfamily B member 46	protein coding gene	9	+	38449178	38451125	ENSMUSG00000060114
Olfr912	old symbol	MGI:3030746	Or8b48	olfactory receptor family 8 subfamily B member 48	protein coding gene	9	+	38491540	38493507	ENSMUSG00000111448
Olfr913	old symbol	MGI:3030747	Or8b49	olfactory receptor family 8 subfamily B member 49	protein coding gene	9	+	38504099	38506457	ENSMUSG00000059189
Olfr914	old symbol	MGI:3030748	Or8b50	olfactory receptor family 8 subfamily B member 50	protein coding gene	9	+	38517763	38518713	ENSMUSG00000047050
Olfr916	old symbol	MGI:3030750	Or8b51	olfactory receptor family 8 subfamily B member 51	protein coding gene	9	-	38568754	38569686	ENSMUSG00000094701
Olfr917	old symbol	MGI:3030751	Or8b52	olfactory receptor family 8 subfamily B member 52	protein coding gene	9	-	38576209	38577138	ENSMUSG00000063225
Olfr918	old symbol	MGI:3030752	Or8b3b	olfactory receptor family 8 subfamily B member 3B	protein coding gene	9	-	38583800	38584777	ENSMUSG00000046150
Olfr919	old symbol	MGI:3030753	Or8g51	olfactory receptor family 8 subfamily G member 51	protein coding gene	9	-	38608725	38609672	ENSMUSG00000056961
Olfr920	old symbol	MGI:3030754	Or8b53	olfactory receptor family 8 subfamily B member 53	protein coding gene	9	+	38664092	38668159	ENSMUSG00000061039
Olfr921	old symbol	MGI:3030755	Or8b54	olfactory receptor family 8 subfamily B member 54	protein coding gene	9	+	38684384	38687650	ENSMUSG00000049926
Olfr922	old symbol	MGI:3030756	Or8b55	olfactory receptor family 8 subfamily B member 55	protein coding gene	9	+	38726704	38727835	ENSMUSG00000043911
Olfr923	old symbol	MGI:3030757	Or8b56	olfactory receptor family 8 subfamily B member 56	protein coding gene	9	+	38738911	38739978	ENSMUSG00000044798
Olfr924	old symbol	MGI:3030758	Or8d2	olfactory receptor family 8 subfamily D member 2	protein coding gene	9	+	38759412	38760338	ENSMUSG00000062103
Olfr26	old symbol	MGI:109309	Or8d1	olfactory receptor family 8 subfamily D member 1	protein coding gene	9	+	38766356	38767286	ENSMUSG00000047667
Olfr926	old symbol	MGI:3030760	Or8d2b	olfactory receptor family 8 subfamily D member 2D	protein coding gene	9	+	38788474	38789400	ENSMUSG00000064333
Olfr930	old symbol	MGI:3030764	Or8d23	olfactory receptor family 8 subfamily D member 23	protein coding gene	9	+	38841469	38842395	ENSMUSG00000063221
Olfr933	old symbol	MGI:3030767	Or8d1b	olfactory receptor family 8 subfamily D member 1B	protein coding gene	9	+	38886974	38887900	ENSMUSG00000058515
Olfr934	old symbol	MGI:3030768	Or10d1c	olfactory receptor family 10 subfamily D member 1C	protein coding gene	9	-	38893406	38894338	ENSMUSG00000057424
Olfr935	old symbol	MGI:3030769	Or8g21	olfactory receptor family 8 subfamily G member 21	protein coding gene	9	-	38905803	38906729	ENSMUSG00000059595
Olfr146	old symbol	MGI:2660711	Or8g17	olfactory receptor family 8 subfamily G member 17	protein coding gene	9	-	38929915	38930835	ENSMUSG00000058820
Olfr937	old symbol	MGI:3030771	Or8g23	olfactory receptor family 8 subfamily G member 23	protein coding gene	9	-	38971025	38971960	ENSMUSG00000094182
Olfr938	old symbol	MGI:3030772	Or8g24	olfactory receptor family 8 subfamily G member 24	protein coding gene	9	-	38989092	38990039	ENSMUSG00000048501
Olfr27	old symbol	MGI:109308	Or8g19	olfactory receptor family 8 subfamily G member 19	protein coding gene	9	+	39039463	39056368	ENSMUSG00000049708
Olfr943	old symbol	MGI:3030777	Or8g26	olfactory receptor family 8 subfamily G member 26	protein coding gene	9	+	39077606	39096420	ENSMUSG00000094970
Olfr944	old symbol	MGI:3030778	Or8g27	olfactory receptor family 8 subfamily G member 27	protein coding gene	9	+	39128655	39129590	ENSMUSG00000096555
Olfr1537	old symbol	MGI:3031371	Or8g18	olfactory receptor family 8 subfamily G member 18	protein coding gene	9	-	39148783	39149727	ENSMUSG00000096109
Olfr945	old symbol	MGI:3030779	Or8g28	olfactory receptor family 8 subfamily G member 28	protein coding gene	9	-	39169016	39169975	ENSMUSG00000063380
Olfr948	old symbol	MGI:3030782	Or8g30	olfactory receptor family 8 subfamily G member 30	protein coding gene	9	-	39229943	39230908	ENSMUSG00000057349
Olfr951	old symbol	MGI:3030785	Or8g32	olfactory receptor family 8 subfamily G member 32	protein coding gene	9	+	39305089	39306033	ENSMUSG00000094269
Olfr952	old symbol	MGI:3030786	Or8g33	olfactory receptor family 8 subfamily G member 33	protein coding gene	9	-	39337389	39338444	ENSMUSG00000058856
Olfr954	old symbol	MGI:3030788	Or8g34	olfactory receptor family 8 subfamily G member 34	protein coding gene	9	+	39372729	39373673	ENSMUSG00000094745
Olfr955	old symbol	MGI:3030789	Or8g35	olfactory receptor family 8 subfamily G member 35	protein coding gene	9	-	39381076	39382020	ENSMUSG00000063176
Olfr44	old symbol	MGI:1333829	Or8g20	olfactory receptor family 8 subfamily G member 20	protein coding gene	9	-	39395500	39405284	ENSMUSG00000062649
Olfr957	old symbol	MGI:3030791	Or8g36	olfactory receptor family 8 subfamily G member 36	protein coding gene	9	-	39422079	39423014	ENSMUSG00000095322
Olfr958	old symbol	MGI:3030792	Or10d3	olfactory receptor family 10 subfamily D member 3	protein coding gene	9	-	39461227	39462165	ENSMUSG00000050853
Olfr959	old symbol	MGI:3030793	Or10d1	olfactory receptor family 10 subfamily D member 1	protein coding gene	9	-	39483618	39484553	ENSMUSG00000059366
Olfr148	old symbol	MGI:2660713	Or10n1	olfactory receptor family 10 subfamily N member 1	protein coding gene	9	+	39524865	39525797	ENSMUSG00000048299
Olfr960	old symbol	MGI:3030794	Or10d4b	olfactory receptor family 10 subfamily D member 4B	protein coding gene	9	+	39534421	39535461	ENSMUSG00000059867
Olfr961	old symbol	MGI:3030795	Or10d4c	olfactory receptor family 10 subfamily D member 4C	protein coding gene	9	+	39558024	39558968	ENSMUSG00000059106
Olfr963	old symbol	MGI:3030797	Or10d4	olfactory receptor family 10 subfamily D member 4	protein coding gene	9	+	39580355	39581290	ENSMUSG00000064110
Olfr149	old symbol	MGI:2660716	Or10d1b	olfactory receptor family 10 subfamily D member 1B	protein coding gene	9	-	39613128	39614063	ENSMUSG00000062121
Olfr965	old symbol	MGI:3030799	Or8g52	olfactory receptor family 8 subfamily G member 52	protein coding gene	9	+	39630525	39631463	ENSMUSG00000095839
Olfr150	old symbol	MGI:2659178	Or8g50	olfactory receptor family 8 subfamily G member 50	protein coding gene	9	+	39648113	39649051	ENSMUSG00000094353
Olfr967	old symbol	MGI:3030801	Or8g4	olfactory receptor family 8 subfamily G member 4	protein coding gene	9	+	39661684	39662616	ENSMUSG00000055820
Olfr968	old symbol	MGI:3030802	Or8g53	olfactory receptor family 8 subfamily G member 53	protein coding gene	9	-	39683068	39684094	ENSMUSG00000095903
Olfr969	old symbol	MGI:3030803	Or8g54	olfactory receptor family 8 subfamily G member 54	protein coding gene	9	+	39706673	39707608	ENSMUSG00000094254
Olfr970	old symbol	MGI:3030804	Or8g37	olfactory receptor family 8 subfamily G member 37	protein coding gene	9	+	39730937	39731872	ENSMUSG00000095774
Olfr971	old symbol	MGI:3030805	Or8g2b	olfactory receptor family 8 subfamily G member 2B	protein coding gene	9	+	39750732	39751655	ENSMUSG00000093934
Olfr972	old symbol	MGI:3030806	Or8g55	olfactory receptor family 8 subfamily G member 55	protein coding gene	9	+	39784573	39785517	ENSMUSG00000094449
Olfr229	old symbol	MGI:3030063	Or8g2	olfactory receptor family 8 subfamily G member 2	protein coding gene	9	+	39821101	39822024	ENSMUSG00000095390
Olfr974	old symbol	MGI:3030808	Or8d6	olfactory receptor family 8 subfamily D member 6	protein coding gene	9	+	39853355	39854490	ENSMUSG00000051493
Olfr975	old symbol	MGI:3030809	Or10d5	olfactory receptor family 10 subfamily D member 5	protein coding gene	9	-	39861133	39862065	ENSMUSG00000043331
Olfr976	old symbol	MGI:3030810	Or10d5j	olfactory receptor family 10 subfamily D member 5J	protein coding gene	9	-	39865553	39872340	ENSMUSG00000047352
Olfr978	old symbol	MGI:3030812	Or10g7	olfactory receptor family 10 subfamily G member 7	protein coding gene	9	+	39905108	39906043	ENSMUSG00000044292
Olfr979	old symbol	MGI:3030813	Or10g9	olfactory receptor family 10 subfamily G member 9	protein coding gene	9	-	39911502	39912546	ENSMUSG00000059473
Olfr980	old symbol	MGI:3030814	Or10g9b	olfactory receptor family 10 subfamily G member 9B	protein coding gene	9	-	39917290	39918325	ENSMUSG00000060254
Olfr981	old symbol	MGI:3030815	Or10g6	olfactory receptor family 10 subfamily G member 6	protein coding gene	9	+	39933691	39934623	ENSMUSG00000046678
Olfr982	old symbol	MGI:3030816	Or10s1	olfactory receptor family 10 subfamily S member 1	protein coding gene	9	+	39985593	39986558	ENSMUSG00000049010
Olfr983	old symbol	MGI:3030817	Or8b57	olfactory receptor family 8 subfamily B member 57	protein coding gene	9	-	40003313	40004854	ENSMUSG00000044205
Olfr984	old symbol	MGI:3030818	Or4d5	olfactory receptor family 4 subfamily D member 5	protein coding gene	9	-	40011840	40012784	ENSMUSG00000045812
Olfr985	old symbol	MGI:3030819	Or8d4	olfactory receptor family 8 subfamily D member 4	protein coding gene	9	-	40038220	40039335	ENSMUSG00000049073
Olfr986	old symbol	MGI:3030820	Or6x1	olfactory receptor family 6 subfamily X member 1	protein coding gene	9	+	40098375	40099390	ENSMUSG00000051095
Gm21915	current symbol	MGI:5434079	Gm21915	predicted gene, 21915	protein coding gene	9	+	40581909	40582310	ENSMUSG00000094204
AC160966.1		No associated gene								
Tmem136	old symbol	MGI:2685030	Tlcd5	TLC domain containing 5	protein coding gene	9	-	43019945	43027865	ENSMUSG00000048503
Gm3898	current symbol	MGI:3809204	Gm3898	predicted gene 3898	lncRNA gene	9	+	43741268	43743966	
Pdzd3	old symbol	MGI:2429554	Nherf4	NHERF family PDZ scaffold protein 4	protein coding gene	9	-	44158609	44162761	ENSMUSG00000032105
H2afx	rat synonym	MGI:1196396	Dpagt1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	protein coding gene	9	+	44237316	44245197	ENSMUSG00000032123
H2afx	old symbol	MGI:102688	H2ax	H2A.X variant histone	protein coding gene	9	+	44246012	44247374	ENSMUSG00000049932
BC049352	old symbol	MGI:3040681	Smim35	small integral membrane protein 35	protein coding gene	9	+	45093305	45161318	ENSMUSG00000091996
BC049352	Genbank	MGI:3040681	Smim35	small integral membrane protein 35	protein coding gene	9	+	45093305	45161318	ENSMUSG00000091996
1110032A03Rik	old symbol	MGI:1915971	Cfap68	cilia and flagella associated protein 68	protein coding gene	9	-	50672674	50679536	ENSMUSG00000037971
4833427G06Rik	old symbol	MGI:1921013	Hoatz	HOATZ cilia and flagella associated protein	protein coding gene	9	-	50992415	51013378	ENSMUSG00000032057
Colca2	old symbol	MGI:2685530	Pou2af3	POU class 2 homeobox associating factor 3	protein coding gene	9	-	51181558	51189865	ENSMUSG00000079559
1810046K07Rik	old symbol	MGI:1917059	Pou2af2	POU domain, class 2, associating factor 2	protein coding gene	9	-	51200986	51240224	ENSMUSG00000036027
Wdr61	old symbol	MGI:1917493	Skic8	SKI8 subunit of superkiller complex	protein coding gene	9	-	54624437	54641833	ENSMUSG00000061559
