Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End
4933427D14Rik	current symbol	MGI:1921727	4933427D14Rik	RIKEN cDNA 4933427D14 gene	protein coding gene	11	-	72044755	72098308
Gm43951		No associated gene							
Txndc17	current symbol	MGI:1289248	Txndc17	thioredoxin domain containing 17	protein coding gene	11	+	72098373	72100841
Med31	current symbol	MGI:1914529	Med31	mediator complex subunit 31	protein coding gene	11	-	72102550	72106418
4930563E22Rik	current symbol	MGI:1922554	4930563E22Rik	RIKEN cDNA 4930563E22 gene	protein coding gene	11	+	72105964	72109270
Slc13a5	current symbol	MGI:3037150	Slc13a5	solute carrier family 13 (sodium-dependent citrate transporter), member 5	protein coding gene	11	-	72132815	72158048
1700051A21Rik	current symbol	MGI:1920616	1700051A21Rik	RIKEN cDNA 1700051A21 gene	lncRNA gene	11	+	72157670	72159382
Xaf1	current symbol	MGI:3772572	Xaf1	XIAP associated factor 1	protein coding gene	11	+	72192455	72204559
Fbxo39	current symbol	MGI:3505735	Fbxo39	F-box protein 39	protein coding gene	11	+	72205270	72210242
Tekt1	current symbol	MGI:1333819	Tekt1	tektin 1	protein coding gene	11	-	72235548	72253268
Smtnl2	current symbol	MGI:2442764	Smtnl2	smoothelin-like 2	protein coding gene	11	-	72279990	72302539
Ggt6	current symbol	MGI:1918772	Ggt6	gamma-glutamyltransferase 6	protein coding gene	11	+	72326352	72329226
Mybbp1a	current symbol	MGI:106181	Mybbp1a	MYB binding protein (P160) 1a	protein coding gene	11	+	72332181	72342594
Spns2	current symbol	MGI:2384936	Spns2	SPNS lysolipid transporter 2, sphingosine-1-phosphate	protein coding gene	11	-	72342464	72380730
Spns3	current symbol	MGI:1924827	Spns3	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)	protein coding gene	11	-	72388979	72441334
Ube2g1	current symbol	MGI:1914378	Ube2g1	ubiquitin-conjugating enzyme E2G 1	protein coding gene	11	+	72498109	72577307
Ankfy1	current symbol	MGI:1337008	Ankfy1	ankyrin repeat and FYVE domain containing 1	protein coding gene	11	+	72580832	72662972
Cyb5d2	current symbol	MGI:2684848	Cyb5d2	cytochrome b5 domain containing 2	protein coding gene	11	-	72668058	72686665
Zzef1	current symbol	MGI:2444286	Zzef1	zinc finger, ZZ-type with EF hand domain 1	protein coding gene	11	+	72687052	72817946
Atp2a3	current symbol	MGI:1194503	Atp2a3	ATPase, Ca++ transporting, ubiquitous	protein coding gene	11	+	72851995	72883869
P2rx1	current symbol	MGI:1098235	P2rx1	purinergic receptor P2X, ligand-gated ion channel, 1	protein coding gene	11	+	72889929	72906026
4732414G09Rik	current symbol	MGI:3045381	4732414G09Rik	RIKEN cDNA 4732414G09 gene	lncRNA gene	11	-	72906682	72909667
Camkk1	current symbol	MGI:1891766	Camkk1	calcium/calmodulin-dependent protein kinase kinase 1, alpha	protein coding gene	11	+	72909834	72932899
Ncbp3	current symbol	MGI:1914124	Ncbp3	nuclear cap binding subunit 3	protein coding gene	11	+	72937443	72974405
Itgae	current symbol	MGI:1298377	Itgae	integrin alpha E, epithelial-associated	protein coding gene	11	+	72981409	73038272
Haspin	current symbol	MGI:1194498	Haspin	histone H3 associated protein kinase	protein coding gene	11	-	73026311	73029120
P2rx5	current symbol	MGI:2137026	P2rx5	purinergic receptor P2X, ligand-gated ion channel, 5	protein coding gene	11	+	73051247	73063511
Emc6	current symbol	MGI:1913298	Emc6	ER membrane protein complex subunit 6	protein coding gene	11	-	73066345	73067863
Tax1bp3	current symbol	MGI:1923531	Tax1bp3	Tax1 (human T cell leukemia virus type I) binding protein 3	protein coding gene	11	+	73067909	73072872
Ctns	current symbol	MGI:1932872	Ctns	cystinosis, nephropathic	protein coding gene	11	-	73074422	73089868
Shpk	current symbol	MGI:1921887	Shpk	sedoheptulokinase	protein coding gene	11	+	73090286	73115337
Trpv1	current symbol	MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	protein coding gene	11	+	73125118	73152068
Trpv3	current symbol	MGI:2181407	Trpv3	transient receptor potential cation channel, subfamily V, member 3	protein coding gene	11	+	73158315	73191194
Aspa	current symbol	MGI:87914	Aspa	aspartoacylase	protein coding gene	11	-	73195813	73217687
Spata22	current symbol	MGI:2685728	Spata22	spermatogenesis associated 22	protein coding gene	11	+	73220567	73236870
Olfr20		No associated gene							
Olfr376		No associated gene							
Olfr1		No associated gene							
Olfr378		No associated gene							
Olfr380		No associated gene							
Olfr381		No associated gene							
Olfr382		No associated gene							
Olfr385		No associated gene							
Olfr384		No associated gene							
Zfp735	current symbol	MGI:1923640	Zfp735	zinc finger protein 735	protein coding gene	11	+	73579604	73604624
Olfr389		No associated gene							
Olfr390		No associated gene							
Olfr391-ps		No associated gene							
Olfr392		No associated gene							
Olfr393		No associated gene							
Olfr394		No associated gene							
Olfr395		No associated gene							
Olfr23		No associated gene							
Olfr397		No associated gene							
Olfr398		No associated gene							
Olfr139		No associated gene							
Olfr399		No associated gene							
Zfp616	current symbol	MGI:3650906	Zfp616	zinc finger protein 616	protein coding gene	11	+	73960781	73978118
Olfr401		No associated gene							
Olfr402		No associated gene							
Olfr403		No associated gene							
Olfr43		No associated gene							
Olfr406		No associated gene							
Olfr59		No associated gene							
Olfr410		No associated gene							
Olfr411		No associated gene							
Olfr412		No associated gene							
Rap1gap2	current symbol	MGI:3028623	Rap1gap2	RAP1 GTPase activating protein 2	protein coding gene	11	-	74274182	74501741
Ccdc92b	current symbol	MGI:3588240	Ccdc92b	coiled-coil domain containing 92B	protein coding gene	11	+	74510431	74532342
Cluh	current symbol	MGI:1921398	Cluh	clustered mitochondria homolog	protein coding gene	11	+	74540321	74561673
Pafah1b1	current symbol	MGI:109520	Pafah1b1	platelet-activating factor acetylhydrolase, isoform 1b, subunit 1	protein coding gene	11	-	74564775	74615210
Mettl16	current symbol	MGI:1914743	Mettl16	methyltransferase 16, N6-methyladenosine	protein coding gene	11	+	74661658	74716649
Mnt	current symbol	MGI:109150	Mnt	max binding protein	protein coding gene	11	+	74721746	74736551
Sgsm2	current symbol	MGI:2144695	Sgsm2	small G protein signaling modulator 2	protein coding gene	11	-	74740087	74787886
Tsr1	current symbol	MGI:2144566	Tsr1	TSR1 20S rRNA accumulation	protein coding gene	11	+	74788906	74800166
Srr	current symbol	MGI:1351636	Srr	serine racemase	protein coding gene	11	-	74797185	74816774
Smg6	current symbol	MGI:2144117	Smg6	SMG6 nonsense mediated mRNA decay factor	protein coding gene	11	+	74816665	75055274
Gm28180	current symbol	MGI:5578886	Gm28180	predicted gene 28180	lncRNA gene	11	-	74883599	74884320
Gm12333	current symbol	MGI:3652064	Gm12333	predicted gene 12333	lncRNA gene	11	-	74927302	74930174
Hic1	current symbol	MGI:1338010	Hic1	hypermethylated in cancer 1	protein coding gene	11	-	75055391	75060345
1700016P03Rik	current symbol	MGI:1922792	1700016P03Rik	RIKEN cDNA 1700016P03 gene	lncRNA gene	11	+	75062834	75066318
Ovca2	current symbol	MGI:2179725	Ovca2	candidate tumor suppressor in ovarian cancer 2	protein coding gene	11	-	75066769	75069634
Dph1	current symbol	MGI:2151233	Dph1	diphthamide biosynthesis 1	protein coding gene	11	-	75068469	75081309
Rtn4rl1	current symbol	MGI:2661375	Rtn4rl1	reticulon 4 receptor-like 1	protein coding gene	11	+	75084819	75158595
Rpa1	current symbol	MGI:1915525	Rpa1	replication protein A1	protein coding gene	11	-	75191085	75239478
Smyd4	current symbol	MGI:2442796	Smyd4	SET and MYND domain containing 4	protein coding gene	11	+	75239259	75296531
Serpinf1	current symbol	MGI:108080	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	protein coding gene	11	-	75300855	75313449
Gm12336	current symbol	MGI:3650722	Gm12336	predicted gene 12336	lncRNA gene	11	-	75313557	75314166
Serpinf2	current symbol	MGI:107173	Serpinf2	serine (or cysteine) peptidase inhibitor, clade F, member 2	protein coding gene	11	-	75322562	75330327
Wdr81	current symbol	MGI:2681828	Wdr81	WD repeat domain 81	protein coding gene	11	-	75331770	75345543
Mir22hg	current symbol	MGI:1914348	Mir22hg	Mir22 host gene (non-protein coding)	lncRNA gene	11	+	75352365	75357502
Tlcd2	current symbol	MGI:1917141	Tlcd2	TLC domain containing 2	protein coding gene	11	+	75358771	75361725
Prpf8	current symbol	MGI:2179381	Prpf8	pre-mRNA processing factor 8	protein coding gene	11	+	75377642	75400275
Rilp	current symbol	MGI:2144271	Rilp	Rab interacting lysosomal protein	protein coding gene	11	+	75400920	75403994
Scarf1	current symbol	MGI:2449455	Scarf1	scavenger receptor class F, member 1	protein coding gene	11	+	75404366	75417408
Gm45606	current symbol	MGI:5791442	Gm45606	predicted gene 45606	lncRNA gene	11	-	75421102	75423897
Slc43a2	current symbol	MGI:2442746	Slc43a2	solute carrier family 43, member 2	protein coding gene	11	+	75422520	75468401
Pitpna	current symbol	MGI:99887	Pitpna	phosphatidylinositol transfer protein, alpha	protein coding gene	11	+	75478923	75519630
4931413K12Rik	current symbol	MGI:1918237	4931413K12Rik	RIKEN cDNA 4931413K12 gene	lncRNA gene	11	-	75480850	75485626
Inpp5k	current symbol	MGI:1194899	Inpp5k	inositol polyphosphate 5-phosphatase K	protein coding gene	11	+	75521814	75539697
Myo1c	current symbol	MGI:106612	Myo1c	myosin IC	protein coding gene	11	+	75541330	75564736
Crk	current symbol	MGI:88508	Crk	v-crk avian sarcoma virus CT10 oncogene homolog	protein coding gene	11	+	75570085	75597734
Ywhae	current symbol	MGI:894689	Ywhae	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	protein coding gene	11	+	75623695	75656671
Doc2b	current symbol	MGI:1100497	Doc2b	double C2, beta	protein coding gene	11	-	75659792	75686875
Gm12339	current symbol	MGI:3650628	Gm12339	predicted gene 12339	lncRNA gene	11	+	75685594	75716067
Rph3al	current symbol	MGI:1923492	Rph3al	rabphilin 3A-like (without C2 domains)	protein coding gene	11	-	75721825	75829255
Gm16075	current symbol	MGI:3801977	Gm16075	predicted gene 16075	lncRNA gene	11	+	75751795	75752320
1700016K19Rik		No associated gene							
Rflnb	current symbol	MGI:1923816	Rflnb	refilin B	protein coding gene	11	-	75910020	75918608
Vps53	current symbol	MGI:1915549	Vps53	VPS53 GARP complex subunit	protein coding gene	11	-	75937052	76070464
Glod4	current symbol	MGI:1914451	Glod4	glyoxalase domain containing 4	protein coding gene	11	-	76111221	76134525
Fam57a		No associated gene							
Gemin4	current symbol	MGI:2449313	Gemin4	gem nuclear organelle associated protein 4	protein coding gene	11	-	76101397	76108398
Dbil5	current symbol	MGI:108039	Dbil5	diazepam binding inhibitor-like 5	protein coding gene	11	+	76108439	76109491
Mrm3	current symbol	MGI:1914640	Mrm3	mitochondrial rRNA methyltransferase 3	protein coding gene	11	+	76134562	76141451
Nxn	current symbol	MGI:109331	Nxn	nucleoredoxin	protein coding gene	11	-	76148052	76289967
Timm22	current symbol	MGI:1929742	Timm22	translocase of inner mitochondrial membrane 22	protein coding gene	11	+	76297778	76307118
Abr	current symbol	MGI:107771	Abr	active BCR-related gene	protein coding gene	11	-	76307558	76468565
Bhlha9	current symbol	MGI:2444198	Bhlha9	basic helix-loop-helix family, member a9	protein coding gene	11	+	76563296	76564502
Trarg1	current symbol	MGI:3029307	Trarg1	trafficking regulator of GLUT4 (SLC2A4) 1	protein coding gene	11	+	76570699	76589490
Gosr1	current symbol	MGI:1858260	Gosr1	golgi SNAP receptor complex member 1	protein coding gene	11	-	76617428	76654404
Cpd	current symbol	MGI:107265	Cpd	carboxypeptidase D	protein coding gene	11	-	76669250	76737844
Tmigd1	current symbol	MGI:1913851	Tmigd1	transmembrane and immunoglobulin domain containing 1	protein coding gene	11	+	76792985	76807413
Blmh	current symbol	MGI:1345186	Blmh	bleomycin hydrolase	protein coding gene	11	+	76836482	76878215
Slc6a4	current symbol	MGI:96285	Slc6a4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	protein coding gene	11	+	76889429	76923166
Gm12343	current symbol	MGI:3649817	Gm12343	predicted gene 12343	lncRNA gene	11	-	76899740	76900699
Nsrp1	current symbol	MGI:2144305	Nsrp1	nuclear speckle regulatory protein 1	protein coding gene	11	-	76935118	76969261
Efcab5	current symbol	MGI:2442440	Efcab5	EF-hand calcium binding domain 5	protein coding gene	11	-	76980741	77079794
Gm45027	current symbol	MGI:5753603	Gm45027	predicted gene 45027	lncRNA gene	11	-	77090951	77091645
Ssh2	current symbol	MGI:2679255	Ssh2	slingshot protein phosphatase 2	protein coding gene	11	+	77107113	77351046
Coro6	current symbol	MGI:2183448	Coro6	coronin 6	protein coding gene	11	+	77353237	77361310
Ankrd13b	current symbol	MGI:2144501	Ankrd13b	ankyrin repeat domain 13b	protein coding gene	11	-	77361311	77380504
Git1	current symbol	MGI:1927140	Git1	GIT ArfGAP 1	protein coding gene	11	+	77384388	77398612
Trp53i13	current symbol	MGI:1915125	Trp53i13	transformation related protein 53 inducible protein 13	protein coding gene	11	-	77398925	77404214
Abhd15	current symbol	MGI:1914727	Abhd15	abhydrolase domain containing 15	protein coding gene	11	+	77405943	77411454
Gm10392	current symbol	MGI:3704377	Gm10392	predicted gene 10392	lncRNA gene	11	-	77407486	77410024
Taok1	current symbol	MGI:1914490	Taok1	TAO kinase 1	protein coding gene	11	-	77419988	77498641
Nufip2	current symbol	MGI:1915814	Nufip2	nuclear FMR1 interacting protein 2	protein coding gene	11	+	77576566	77608792
Cryba1	current symbol	MGI:88518	Cryba1	crystallin, beta A1	protein coding gene	11	-	77609441	77616109
Myo18a	current symbol	MGI:2667185	Myo18a	myosin XVIIIA	protein coding gene	11	+	77654072	77756806
Gm10277	current symbol	MGI:3641921	Gm10277	predicted gene 10277	protein coding gene	11	-	77676279	77678573
Pipox	current symbol	MGI:1197006	Pipox	pipecolic acid oxidase	protein coding gene	11	-	77771440	77784698
Gm11190	current symbol	MGI:3651694	Gm11190	predicted gene 11190	lncRNA gene	11	-	77802953	77820114
Sez6	current symbol	MGI:104745	Sez6	seizure related gene 6	protein coding gene	11	+	77821626	77869874
Phf12	current symbol	MGI:1924057	Phf12	PHD finger protein 12	protein coding gene	11	+	77873580	77921365
Dhrs13os	current symbol	MGI:1924478	Dhrs13os	dehydrogenase/reductase 13, opposite strand	antisense lncRNA gene	11	-	77920838	77923491
Dhrs13	current symbol	MGI:1917701	Dhrs13	dehydrogenase/reductase 13	protein coding gene	11	+	77923139	77928690
Flot2	current symbol	MGI:103309	Flot2	flotillin 2	protein coding gene	11	+	77928757	77951260
Eral1	current symbol	MGI:1889295	Eral1	Era like 12S mitochondrial rRNA chaperone 1	protein coding gene	11	-	77964202	77971209
Fam222b	current symbol	MGI:2384939	Fam222b	family with sequence similarity 222, member B	protein coding gene	11	+	77985486	78047526
Traf4	current symbol	MGI:1202880	Traf4	TNF receptor associated factor 4	protein coding gene	11	-	78049325	78056415
Nek8	current symbol	MGI:1890646	Nek8	NIMA (never in mitosis gene a)-related expressed kinase 8	protein coding gene	11	-	78056932	78067501
Tlcd1	current symbol	MGI:1915572	Tlcd1	TLC domain containing 1	protein coding gene	11	+	78068956	78071646
Rpl23a	current symbol	MGI:3040672	Rpl23a	ribosomal protein L23A	protein coding gene	11	-	78071761	78074410
Rab34	current symbol	MGI:104606	Rab34	RAB34, member RAS oncogene family	protein coding gene	11	+	78079256	78083019
Proca1	current symbol	MGI:1918274	Proca1	protein interacting with cyclin A1	protein coding gene	11	+	78084218	78096589
Supt6	current symbol	MGI:107726	Supt6	SPT6, histone chaperone and transcription elongation factor	protein coding gene	11	-	78097575	78136798
Sdf2	current symbol	MGI:108019	Sdf2	stromal cell derived factor 2	protein coding gene	11	+	78136572	78146322
2610507B11Rik		No associated gene							
Gm11192	current symbol	MGI:3709388	Gm11192	predicted gene 11192	lncRNA gene	11	-	78169564	78169892
Rskr	current symbol	MGI:2652869	Rskr	ribosomal protein S6 kinase related	protein coding gene	11	+	78181667	78187631
Gm3948	current symbol	MGI:3782122	Gm3948	predicted gene 3948	lncRNA gene	11	-	78183674	78184782
Spag5	current symbol	MGI:1927470	Spag5	sperm associated antigen 5	protein coding gene	11	+	78192412	78213283
Aldoc	current symbol	MGI:101863	Aldoc	aldolase C, fructose-bisphosphate	protein coding gene	11	+	78213899	78218607
Pigs	current symbol	MGI:2687325	Pigs	phosphatidylinositol glycan anchor biosynthesis, class S	protein coding gene	11	+	78219248	78233602
Unc119	current symbol	MGI:1328357	Unc119	unc-119 lipid binding chaperone	protein coding gene	11	+	78234321	78239990
Foxn1	current symbol	MGI:102949	Foxn1	forkhead box N1	protein coding gene	11	-	78248403	78277384
Slc13a2os	current symbol	MGI:3649278	Slc13a2os	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2, opposite strand	antisense lncRNA gene	11	+	78285311	78296483
Slc13a2	current symbol	MGI:1276558	Slc13a2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2	protein coding gene	11	-	78288102	78313107
Gm11195	current symbol	MGI:3649277	Gm11195	predicted gene 11195	lncRNA gene	11	+	78334933	78335727
Slc46a1	current symbol	MGI:1098733	Slc46a1	solute carrier family 46, member 1	protein coding gene	11	+	78356527	78362771
Sarm1	current symbol	MGI:2136419	Sarm1	sterile alpha and HEAT/Armadillo motif containing 1	protein coding gene	11	-	78363156	78388580
Vtn	current symbol	MGI:98940	Vtn	vitronectin	protein coding gene	11	+	78389946	78393151
Sebox	current symbol	MGI:108012	Sebox	SEBOX homeobox	protein coding gene	11	+	78394339	78395907
Tmem199	current symbol	MGI:2144113	Tmem199	transmembrane protein 199	protein coding gene	11	-	78397881	78402994
Poldip2	current symbol	MGI:1915061	Poldip2	polymerase (DNA-directed), delta interacting protein 2	protein coding gene	11	+	78403019	78413562
Tnfaip1	current symbol	MGI:104961	Tnfaip1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	protein coding gene	11	-	78413676	78427122
Ift20	current symbol	MGI:1915585	Ift20	intraflagellar transport 20	protein coding gene	11	+	78427187	78432558
Tmem97	current symbol	MGI:1916321	Tmem97	transmembrane protein 97	protein coding gene	11	-	78432643	78441561
Nlk	current symbol	MGI:1201387	Nlk	nemo like kinase	protein coding gene	11	-	78457994	78588199
Ccnq	current symbol	MGI:1916359	Ccnq	cyclin Q	protein coding gene	11	-	78641332	78642555
Lyrm9	current symbol	MGI:1913524	Lyrm9	LYR motif containing 9	protein coding gene	11	+	78717421	78734725
Nos2	current symbol	MGI:97361	Nos2	nitric oxide synthase 2, inducible	protein coding gene	11	+	78811613	78851052
Lgals9	current symbol	MGI:109496	Lgals9	lectin, galactose binding, soluble 9	protein coding gene	11	-	78853805	78875750
Ksr1	current symbol	MGI:105051	Ksr1	kinase suppressor of ras 1	protein coding gene	11	-	78904266	79037233
Gm11201	current symbol	MGI:3649951	Gm11201	predicted gene 11201	lncRNA gene	11	+	78914423	78921883
Wsb1	current symbol	MGI:1926139	Wsb1	WD repeat and SOCS box-containing 1	protein coding gene	11	-	79130198	79145497
Gm44787	current symbol	MGI:5753363	Gm44787	predicted gene 44787	lncRNA gene	11	-	79149412	79164719
Nf1	current symbol	MGI:97306	Nf1	neurofibromin 1	protein coding gene	11	+	79230519	79472438
AU040972	current symbol	MGI:2144426	AU040972	expressed sequence AU040972	lncRNA gene	11	-	79372549	79374857
Omg	current symbol	MGI:106586	Omg	oligodendrocyte myelin glycoprotein	protein coding gene	11	-	79391808	79394908
Evi2	current symbol	MGI:5439444	Evi2	ecotropic viral integration site 2	protein coding gene	11	-	79404211	79421415
Evi2b	current symbol	MGI:1890682	Evi2b	ecotropic viral integration site 2b	protein coding gene	11	-	79405882	79414588
Evi2a	current symbol	MGI:95458	Evi2a	ecotropic viral integration site 2a	protein coding gene	11	-	79417386	79421435
Rab11fip4	current symbol	MGI:2442920	Rab11fip4	RAB11 family interacting protein 4 (class II)	protein coding gene	11	+	79482038	79588849
Rab11fip4os1	current symbol	MGI:3650027	Rab11fip4os1	RAB11 family interacting protein 4 (class II), opposite strand 1	antisense lncRNA gene	11	-	79497905	79513989
Rab11fip4os2	current symbol	MGI:1925439	Rab11fip4os2	RAB11 family interacting protein 4 (class II), opposite strand 2	antisense lncRNA gene	11	-	79561199	79565912
Gm11205	current symbol	MGI:3650272	Gm11205	predicted gene 11205	lncRNA gene	11	+	79595396	79595840
9130204K15Rik	current symbol	MGI:2441733	9130204K15Rik	RIKEN cDNA 9130204K15 gene	lncRNA gene	11	-	79636643	79687527
Utp6	current symbol	MGI:2445193	Utp6	UTP6 small subunit processome component	protein coding gene	11	-	79824782	79853213
Suz12	current symbol	MGI:1261758	Suz12	SUZ12 polycomb repressive complex 2 subunit	protein coding gene	11	+	79883932	79924949
Crlf3	current symbol	MGI:1860086	Crlf3	cytokine receptor-like factor 3	protein coding gene	11	-	79937319	79971817
Atad5	current symbol	MGI:2442925	Atad5	ATPase family, AAA domain containing 5	protein coding gene	11	+	79980226	80026620
Tefm	current symbol	MGI:1915800	Tefm	transcription elongation factor, mitochondrial	protein coding gene	11	-	80027504	80033001
Adap2	current symbol	MGI:2663075	Adap2	ArfGAP with dual PH domains 2	protein coding gene	11	+	80044931	80069784
Adap2os	current symbol	MGI:3650197	Adap2os	ArfGAP with dual PH domains 2, opposite strand	antisense lncRNA gene	11	-	80049687	80068455
Rnf135	current symbol	MGI:1919206	Rnf135	ring finger protein 135	protein coding gene	11	+	80074677	80090583
Rhot1	current symbol	MGI:1926078	Rhot1	ras homolog family member T1	protein coding gene	11	+	80099845	80158733
Rhbdl3	current symbol	MGI:2179276	Rhbdl3	rhomboid like 3	protein coding gene	11	+	80191738	80246781
5730455P16Rik	current symbol	MGI:1917841	5730455P16Rik	RIKEN cDNA 5730455P16 gene	protein coding gene	11	-	80251318	80268860
Zfp207	current symbol	MGI:1340045	Zfp207	zinc finger protein 207	protein coding gene	11	+	80274105	80296559
Psmd11	current symbol	MGI:1916327	Psmd11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	protein coding gene	11	+	80319441	80364074
Cdk5r1	current symbol	MGI:101764	Cdk5r1	cyclin dependent kinase 5, regulatory subunit 1	protein coding gene	11	+	80367849	80372010
Myo1d	current symbol	MGI:107728	Myo1d	myosin ID	protein coding gene	11	-	80372952	80670851
C030013C21Rik	current symbol	MGI:1924667	C030013C21Rik	RIKEN cDNA C030013C21 gene	lncRNA gene	11	-	80398236	80399932
Tmem98	current symbol	MGI:1923457	Tmem98	transmembrane protein 98	protein coding gene	11	+	80701192	80712859
4930507D10Rik	current symbol	MGI:1922293	4930507D10Rik	RIKEN cDNA 4930507D10 gene	lncRNA gene	11	-	80741207	80749126
Spaca3	current symbol	MGI:1922872	Spaca3	sperm acrosome associated 3	protein coding gene	11	+	80749191	80758640
Asic2	current symbol	MGI:1100867	Asic2	acid-sensing ion channel 2	protein coding gene	11	-	80770989	81859222
Gm11417	current symbol	MGI:3651779	Gm11417	predicted gene 11417	lncRNA gene	11	+	80963229	80974184
4930527B05Rik	current symbol	MGI:3588273	4930527B05Rik	RIKEN cDNA 4930527B05 gene	lncRNA gene	11	+	81275839	81293317
Gm11418	current symbol	MGI:3651780	Gm11418	predicted gene 11418	lncRNA gene	11	+	81478187	81484304
5530401A14Rik	current symbol	MGI:1918638	5530401A14Rik	RIKEN cDNA 5530401A14 gene	protein coding gene	11	+	81751503	81785408
Gm31522	current symbol	MGI:5590681	Gm31522	predicted gene, 31522	lncRNA gene	11	-	81865527	81877981
Gm11419	current symbol	MGI:3651781	Gm11419	predicted gene 11419	lncRNA gene	11	+	81876232	81879595
Gm17268	current symbol	MGI:4936902	Gm17268	predicted gene, 17268	protein coding gene	11	-	81919050	81929388
Ccl2	current symbol	MGI:98259	Ccl2	C-C motif chemokine ligand 2	protein coding gene	11	+	81926403	81928278
Ccl7	current symbol	MGI:99512	Ccl7	C-C motif chemokine ligand 7	protein coding gene	11	+	81936538	81938351
Ccl11	current symbol	MGI:103576	Ccl11	C-C motif chemokine ligand 11	protein coding gene	11	+	81948658	81953781
Ccl12	current symbol	MGI:108224	Ccl12	C-C motif chemokine ligand 12	protein coding gene	11	+	81992671	81994225
Ccl8	current symbol	MGI:101878	Ccl8	C-C motif chemokine ligand 8	protein coding gene	11	+	82006011	82007625
Ccl1	current symbol	MGI:98258	Ccl1	C-C motif chemokine ligand 1	protein coding gene	11	-	82067492	82070638
Gm38577	current symbol	MGI:5621462	Gm38577	predicted gene, 38577	lncRNA gene	11	-	82273622	82278166
Tmem132e	current symbol	MGI:2685490	Tmem132e	transmembrane protein 132E	protein coding gene	11	+	82279726	82337158
Gm11426	current symbol	MGI:3651541	Gm11426	predicted gene 11426	lncRNA gene	11	+	82524179	82527135
Cct6b	current symbol	MGI:1329013	Cct6b	chaperonin containing TCP1 subunit 6B	protein coding gene	11	-	82610076	82655147
Zfp830	current symbol	MGI:1914233	Zfp830	zinc finger protein 830	protein coding gene	11	+	82655171	82656761
Gm11423	current symbol	MGI:3651335	Gm11423	predicted gene 11423	lncRNA gene	11	-	82670427	82671868
Lig3	current symbol	MGI:109152	Lig3	ligase III, DNA, ATP-dependent	protein coding gene	11	+	82671935	82695100
Rffl	current symbol	MGI:1914588	Rffl	ring finger and FYVE like domain containing protein	protein coding gene	11	-	82694645	82762065
Rad51d	current symbol	MGI:1261809	Rad51d	RAD51 paralog D	protein coding gene	11	-	82767260	82781440
Fndc8	current symbol	MGI:1926169	Fndc8	fibronectin type III domain containing 8	protein coding gene	11	+	82782971	82791563
Nle1	current symbol	MGI:2429770	Nle1	notchless homolog 1	protein coding gene	11	-	82791594	82799237
Unc45b	current symbol	MGI:2443377	Unc45b	unc-45 myosin chaperone B	protein coding gene	11	+	82802079	82834232
Unc45bos	current symbol	MGI:3705119	Unc45bos	unc-45 myosin chaperone B, opposite strand	lncRNA gene	11	-	82815729	82824208
Slfn5os	current symbol	MGI:1923642	Slfn5os	schlafen 5, opposite strand	antisense lncRNA gene	11	-	82833167	82851507
Slfn5	current symbol	MGI:1329004	Slfn5	schlafen 5	protein coding gene	11	+	82842175	82855666
1190001M18Rik	current symbol	MGI:1916174	1190001M18Rik	RIKEN cDNA 1190001M18 gene	lncRNA gene	11	-	82865142	82866411
Slfn9	current symbol	MGI:2445121	Slfn9	schlafen 9	protein coding gene	11	-	82869216	82882656
Slfn8	current symbol	MGI:2672859	Slfn8	schlafen 8	protein coding gene	11	-	82892984	82911636
Slfn2	current symbol	MGI:1313258	Slfn2	schlafen 2	protein coding gene	11	+	82955938	82961504
Gm20234	current symbol	MGI:5012419	Gm20234	predicted gene, 20234	lncRNA gene	11	-	82956567	82958813
Gm48462	current symbol	MGI:6097976	Gm48462	predicted gene, 48462	lncRNA gene	11	+	82985046	82988896
Slfn1	current symbol	MGI:1313259	Slfn1	schlafen 1	protein coding gene	11	+	83007675	83013496
Slfn4	current symbol	MGI:1329010	Slfn4	schlafen 4	protein coding gene	11	+	83066012	83081042
Slfn3	current symbol	MGI:1329005	Slfn3	schlafen 3	protein coding gene	11	+	83082156	83105980
AI662270	current symbol	MGI:2144254	AI662270	expressed sequence AI662270	lncRNA gene	11	+	83114402	83117410
Slfn14	current symbol	MGI:2684866	Slfn14	schlafen 14	protein coding gene	11	-	83165936	83177552
AA465934	current symbol	MGI:2671018	AA465934	expressed sequence AA465934	lncRNA gene	11	+	83182525	83185463
Pex12	current symbol	MGI:2144177	Pex12	peroxisomal biogenesis factor 12	protein coding gene	11	-	83182757	83189849
Ap2b1	current symbol	MGI:1919020	Ap2b1	adaptor-related protein complex 2, beta 1 subunit	protein coding gene	11	+	83189850	83295861
Rasl10b	current symbol	MGI:2685575	Rasl10b	RAS-like, family 10, member B	protein coding gene	11	+	83299963	83311865
