"mgi_symbol"	"ensembl_gene_id"	"chromosome_name"	"start_position"	"end_position"	"Feature.Type"
"Mir142hg"	"ENSMUSG00000084796"	"11"	87646399	87648102	"RNA"
"Mir22hg"	"ENSMUSG00000085148"	"11"	75352365	75357502	"RNA"
"Mirg"	"ENSMUSG00000097391"	"12"	109696198	109715894	"RNA"
"Mis12"	"ENSMUSG00000040599"	"11"	70910437	70918197	"RNA"
"Mis18bp1"	"ENSMUSG00000047534"	"12"	65179508	65219378	"RNA"
"Mks1"	"ENSMUSG00000034121"	"11"	87744041	87754629	"RNA"
"Mlh3"	"ENSMUSG00000021245"	"12"	85281294	85317373	"RNA"
"Mllt6"	"ENSMUSG00000038437"	"11"	97554240	97576289	"RNA"
"Mlx"	"ENSMUSG00000017801"	"11"	100978103	100983033	"RNA"
"Mmd"	"ENSMUSG00000003948"	"11"	90140282	90169415	"RNA"
"Mmgt2"	"ENSMUSG00000048497"	"11"	62539490	62557180	"RNA"
"Mmp19"	"ENSMUSG00000025355"	"10"	128626779	128636693	"RNA"
"Mmp28"	"ENSMUSG00000020682"	"11"	83331594	83353897	"RNA"
"Mnat1"	"ENSMUSG00000021103"	"12"	73170491	73320762	"RNA"
"Mnt"	"ENSMUSG00000000282"	"11"	74721746	74736551	"RNA"
"Moap1"	"ENSMUSG00000096458"	"12"	102708489	102709920	"RNA"
"Mok"	"ENSMUSG00000056458"	"12"	110774232	110807373	"RNA"
"Mon2"	"ENSMUSG00000034602"	"10"	122827965	122912410	"RNA"
"Morc2a"	"ENSMUSG00000034543"	"11"	3599191	3640477	"RNA"
"Mpdu1"	"ENSMUSG00000018761"	"11"	69547523	69553468	"RNA"
"Mpg"	"ENSMUSG00000020287"	"11"	32176505	32182700	"RNA"
"Mplkip"	"ENSMUSG00000012429"	"13"	17869777	17874333	"RNA"
"Mpo"	"ENSMUSG00000009350"	"11"	87684407	87695239	"RNA"
"Mpp2"	"ENSMUSG00000017314"	"11"	101947841	101979341	"RNA"
"Mpp3"	"ENSMUSG00000052373"	"11"	101890478	101919287	"RNA"
"Mprip"	"ENSMUSG00000005417"	"11"	59552131	59671686	"RNA"
"Mrc2"	"ENSMUSG00000020695"	"11"	105183469	105241965	"RNA"
"Mrm1"	"ENSMUSG00000018405"	"11"	84703887	84710341	"RNA"
"Mrm3"	"ENSMUSG00000038046"	"11"	76134541	76141445	"RNA"
"Mrnip"	"ENSMUSG00000020381"	"11"	50065271	50090942	"RNA"
"Mrpl10"	"ENSMUSG00000001445"	"11"	96932386	96940039	"RNA"
"Mrpl12"	"ENSMUSG00000039640"	"11"	120375439	120379891	"RNA"
"Mrpl22"	"ENSMUSG00000020514"	"11"	58062487	58070391	"RNA"
"Mrpl27"	"ENSMUSG00000024414"	"11"	94544593	94550915	"RNA"
"Mrpl32"	"ENSMUSG00000015672"	"13"	14782769	14787750	"RNA"
"Mrpl38"	"ENSMUSG00000020775"	"11"	116022643	116029694	"RNA"
"Mrpl45"	"ENSMUSG00000018882"	"11"	97206542	97220746	"RNA"
"Mrpl55"	"ENSMUSG00000036860"	"11"	59093312	59096960	"RNA"
"Mrpl58"	"ENSMUSG00000018858"	"11"	115294578	115303500	"RNA"
"Mrps23"	"ENSMUSG00000023723"	"11"	88095214	88102333	"RNA"
"Mrps24"	"ENSMUSG00000020477"	"11"	5653983	5665680	"RNA"
"Mrps7"	"ENSMUSG00000046756"	"11"	115494751	115498862	"RNA"
"Mrs2"	"ENSMUSG00000021339"	"13"	25171466	25204362	"RNA"
"Msgn1"	"ENSMUSG00000047002"	"12"	11258361	11258973	"RNA"
"Msi2"	"ENSMUSG00000069769"	"11"	88230208	88609339	"RNA"
"Msl1"	"ENSMUSG00000052915"	"11"	98686342	98698685	"RNA"
"Msx2"	"ENSMUSG00000021469"	"13"	53620920	53627110	"RNA"
"Mta1"	"ENSMUSG00000021144"	"12"	113061898	113100826	"RNA"
"Mterf3"	"ENSMUSG00000021519"	"13"	67055032	67081152	"RNA"
"Mtfp1"	"ENSMUSG00000004748"	"11"	4041480	4045445	"RNA"
"Mthfd1"	"ENSMUSG00000021048"	"12"	76302072	76366577	"RNA"
"Mtif2"	"ENSMUSG00000020459"	"11"	29476408	29495279	"RNA"
"Mtmr3"	"ENSMUSG00000034354"	"11"	4430868	4544863	"RNA"
"Mtmr4"	"ENSMUSG00000018401"	"11"	87482988	87507128	"RNA"
"Mtr"	"ENSMUSG00000021311"	"13"	12197598	12272999	"RNA"
"Mtrr"	"ENSMUSG00000034617"	"13"	68708899	68730268	"RNA"
"Mxd3"	"ENSMUSG00000021485"	"13"	55472981	55477636	"RNA"
"Mxra7"	"ENSMUSG00000020814"	"11"	116693888	116718872	"RNA"
"Myadml2"	"ENSMUSG00000025141"	"11"	120536857	120538984	"RNA"
"Myadml2os"	"ENSMUSG00000084822"	"11"	120538496	120547887	"RNA"
"Mybbp1a"	"ENSMUSG00000040463"	"11"	72332181	72342594	"RNA"
"Mycbpap"	"ENSMUSG00000039110"	"11"	94392173	94412568	"RNA"
"Mycn"	"ENSMUSG00000037169"	"12"	12986094	12991915	"RNA"
"Myh1"	"ENSMUSG00000056328"	"11"	67090878	67115401	"RNA"
"Myh10"	"ENSMUSG00000020900"	"11"	68582385	68707458	"RNA"
"Myh13"	"ENSMUSG00000060180"	"11"	67212484	67262412	"RNA"
"Myh2"	"ENSMUSG00000033196"	"11"	67061853	67088343	"RNA"
"Myh3"	"ENSMUSG00000020908"	"11"	66969126	66993117	"RNA"
"Myh4"	"ENSMUSG00000057003"	"11"	67128855	67151272	"RNA"
"Myh8"	"ENSMUSG00000055775"	"11"	67167950	67199460	"RNA"
"Myhas"	"ENSMUSG00000085348"	"11"	67102082	67128399	"RNA"
"Myl4"	"ENSMUSG00000061086"	"11"	104441489	104486579	"RNA"
"Myl6"	"ENSMUSG00000090841"	"10"	128326729	128330014	"RNA"
"Myl6b"	"ENSMUSG00000039824"	"10"	128330026	128334554	"RNA"
"Myl7"	"ENSMUSG00000020469"	"11"	5846637	5848782	"RNA"
"Mylip"	"ENSMUSG00000038175"	"13"	45543218	45565498	"RNA"
"Mylk4"	"ENSMUSG00000044951"	"13"	32884810	32967937	"RNA"
"Myo15b"	"ENSMUSG00000034427"	"11"	115749232	115783429	"RNA"
"Myo18a"	"ENSMUSG00000000631"	"11"	77654072	77756806	"RNA"
"Myo19"	"ENSMUSG00000020527"	"11"	84770974	84802052	"RNA"
"Myo1a"	"ENSMUSG00000025401"	"10"	127541039	127556809	"RNA"
"Myo1c"	"ENSMUSG00000017774"	"11"	75541330	75564736	"RNA"
"Myo1d"	"ENSMUSG00000035441"	"11"	80372952	80670851	"RNA"
"Myo1g"	"ENSMUSG00000020437"	"11"	6456548	6470965	"RNA"
"Myocd"	"ENSMUSG00000020542"	"11"	65067387	65160815	"RNA"
"Myt1l"	"ENSMUSG00000061911"	"12"	29578383	29973212	"RNA"
"N4bp3"	"ENSMUSG00000001053"	"11"	51533890	51541669	"RNA"
"Naa35"	"ENSMUSG00000021555"	"13"	59733073	59783736	"RNA"
"Naa38"	"ENSMUSG00000059278"	"11"	69286313	69287506	"RNA"
"Nab2"	"ENSMUSG00000025402"	"10"	127496787	127504437	"RNA"
"Nabp2"	"ENSMUSG00000025374"	"10"	128237264	128247361	"RNA"
"Naca"	"ENSMUSG00000061315"	"10"	127871444	127884506	"RNA"
"Nacad"	"ENSMUSG00000041073"	"11"	6547823	6556053	"RNA"
"Naglu"	"ENSMUSG00000001751"	"11"	100960838	100968498	"RNA"
"Nags"	"ENSMUSG00000048217"	"11"	102036339	102040303	"RNA"
"Nampt"	"ENSMUSG00000020572"	"12"	32869544	32903348	"RNA"
"Narf"	"ENSMUSG00000000056"	"11"	121128079	121146682	"RNA"
"Nat9"	"ENSMUSG00000015542"	"11"	115073658	115078685	"RNA"
"Natd1"	"ENSMUSG00000018931"	"11"	60793072	60805576	"RNA"
"Nbas"	"ENSMUSG00000020576"	"12"	13319134	13633812	"RNA"
"Nbr1"	"ENSMUSG00000017119"	"11"	101442975	101472777	"RNA"
"Ncapg2"	"ENSMUSG00000042029"	"12"	116369022	116427351	"RNA"
"Ncbp3"	"ENSMUSG00000020783"	"11"	72938609	72980143	"RNA"
"Ncoa1"	"ENSMUSG00000020647"	"12"	4297362	4527182	"RNA"
"Ncor1"	"ENSMUSG00000018501"	"11"	62207252	62349367	"RNA"
"Ndel1"	"ENSMUSG00000018736"	"11"	68712260	68762684	"RNA"
"Ndufa4l2"	"ENSMUSG00000040280"	"10"	127350836	127353023	"RNA"
"Ndufaf8"	"ENSMUSG00000078572"	"11"	119989754	119991531	"RNA"
"Nedd9"	"ENSMUSG00000021365"	"13"	41463057	41640838	"RNA"
"Nefh"	"ENSMUSG00000020396"	"11"	4888754	4898064	"RNA"
"Nek8"	"ENSMUSG00000017405"	"11"	78056932	78067501	"RNA"
"Nek9"	"ENSMUSG00000034290"	"12"	85346288	85386136	"RNA"
"Nemf"	"ENSMUSG00000020982"	"12"	69357296	69403939	"RNA"
"Nemp1"	"ENSMUSG00000040195"	"10"	127502770	127536918	"RNA"
"Net1"	"ENSMUSG00000021215"	"13"	3932018	3968220	"RNA"
"Neurl4"	"ENSMUSG00000047284"	"11"	69791898	69804646	"RNA"
"Neurod2"	"ENSMUSG00000038255"	"11"	98216241	98220474	"RNA"
"Neurod4"	"ENSMUSG00000048015"	"10"	130104021	130116109	"RNA"
"Neurog1"	"ENSMUSG00000048904"	"13"	56398291	56399976	"RNA"
"Nf1"	"ENSMUSG00000020716"	"11"	79230519	79472438	"RNA"
"Nf2"	"ENSMUSG00000009073"	"11"	4715845	4799536	"RNA"
"Nfe2l1"	"ENSMUSG00000038615"	"11"	96708240	96720794	"RNA"
"Nfil3"	"ENSMUSG00000056749"	"13"	53121245	53135109	"RNA"
"Nfkbia"	"ENSMUSG00000021025"	"12"	55536195	55539432	"RNA"
"Ngb"	"ENSMUSG00000021032"	"12"	87144305	87149313	"RNA"
"Ngfr"	"ENSMUSG00000000120"	"11"	95459644	95478561	"RNA"
"Nhlrc1"	"ENSMUSG00000044231"	"13"	47166033	47168326	"RNA"
"Nhp2"	"ENSMUSG00000001056"	"11"	51510562	51514541	"RNA"
"Nid1"	"ENSMUSG00000005397"	"13"	13612136	13686854	"RNA"
"Nin"	"ENSMUSG00000021068"	"12"	70058209	70160491	"RNA"
"Ninj1"	"ENSMUSG00000037966"	"13"	49340961	49349720	"RNA"
"Nipal4"	"ENSMUSG00000020411"	"11"	46038982	46057335	"RNA"
"Nipsnap1"	"ENSMUSG00000034285"	"11"	4823951	4844200	"RNA"
"Nkapl"	"ENSMUSG00000059395"	"13"	21651217	21652679	"RNA"
"Nkiras2"	"ENSMUSG00000017837"	"11"	100510070	100518433	"RNA"
"Nkx2-1"	"ENSMUSG00000001496"	"12"	56578743	56583693	"RNA"
"Nkx2-9"	"ENSMUSG00000058669"	"12"	56658174	56660069	"RNA"
"Nle1"	"ENSMUSG00000020692"	"11"	82791594	82799237	"RNA"
"Nlgn2"	"ENSMUSG00000051790"	"11"	69713948	69728610	"RNA"
"Nlk"	"ENSMUSG00000017376"	"11"	78457994	78588199	"RNA"
"Nlrp1a"	"ENSMUSG00000069830"	"11"	70983062	71035530	"RNA"
"Nlrp1b"	"ENSMUSG00000070390"	"11"	71043928	71121559	"RNA"
"Nlrp3"	"ENSMUSG00000032691"	"11"	59432394	59457782	"RNA"
"Nlrp4f"	"ENSMUSG00000032999"	"13"	65324925	65353791	"RNA"
"Nme1"	"ENSMUSG00000037601"	"11"	93847805	93859347	"RNA"
"Nme2"	"ENSMUSG00000020857"	"11"	93840640	93847085	"RNA"
"Nme8"	"ENSMUSG00000041138"	"13"	19829248	19881964	"RNA"
"Nmt1"	"ENSMUSG00000020936"	"11"	102919016	102959738	"RNA"
"Nmur2"	"ENSMUSG00000037393"	"11"	55915813	55931836	"RNA"
"Nog"	"ENSMUSG00000048616"	"11"	89191464	89193158	"RNA"
"Nol10"	"ENSMUSG00000061458"	"12"	17398459	17480096	"RNA"
"Nol11"	"ENSMUSG00000018433"	"11"	107057489	107080207	"RNA"
"Nol7"	"ENSMUSG00000063200"	"13"	43551866	43560573	"RNA"
"Nol8"	"ENSMUSG00000021392"	"13"	49806554	49832492	"RNA"
"Nop16"	"ENSMUSG00000025869"	"13"	54731998	54737903	"RNA"
"Nos2"	"ENSMUSG00000020826"	"11"	78811613	78851080	"RNA"
"Notum"	"ENSMUSG00000042988"	"11"	120544614	120552001	"RNA"
"Notumos"	"ENSMUSG00000053613"	"11"	120549983	120552641	"RNA"
"Nova1"	"ENSMUSG00000021047"	"12"	46741300	46865712	"RNA"
"Noxred1"	"ENSMUSG00000072919"	"12"	87267814	87285506	"RNA"
"Npas3"	"ENSMUSG00000021010"	"12"	53294940	54118958	"RNA"
"Npb"	"ENSMUSG00000044034"	"11"	120499303	120499919	"RNA"
"Npc1l1"	"ENSMUSG00000020447"	"11"	6161013	6180143	"RNA"
"Npc2"	"ENSMUSG00000021242"	"12"	84801336	84819926	"RNA"
"Npepps"	"ENSMUSG00000001441"	"11"	97096668	97171464	"RNA"
"Nploc4"	"ENSMUSG00000039703"	"11"	120271196	120328534	"RNA"
"Npm1"	"ENSMUSG00000057113"	"11"	33102287	33113206	"RNA"
"Nprl3"	"ENSMUSG00000020289"	"11"	32175628	32217707	"RNA"
"Nptx1"	"ENSMUSG00000025582"	"11"	119429545	119438579	"RNA"
"Nqo2"	"ENSMUSG00000046949"	"13"	34148670	34172426	"RNA"
"Nr1d1"	"ENSMUSG00000020889"	"11"	98658758	98666159	"RNA"
"Nrcam"	"ENSMUSG00000020598"	"12"	44375668	44648747	"RNA"
"Nrde2"	"ENSMUSG00000021179"	"12"	100091711	100125912	"RNA"
"Nrn1"	"ENSMUSG00000039114"	"13"	36909335	36919105	"RNA"
"Nrsn1"	"ENSMUSG00000048978"	"13"	25436023	25454485	"RNA"
"Nrxn3"	"ENSMUSG00000066392"	"12"	88689646	90301709	"RNA"
"Nsd1"	"ENSMUSG00000021488"	"13"	55357595	55466138	"RNA"
"Nsf"	"ENSMUSG00000034187"	"11"	103712608	103844882	"RNA"
"Nsg2"	"ENSMUSG00000020297"	"11"	31950463	32009202	"RNA"
"Nsrp1"	"ENSMUSG00000037958"	"11"	76935118	76969261	"RNA"
"Nt5c"	"ENSMUSG00000020736"	"11"	115381246	115382688	"RNA"
"Nt5c1b"	"ENSMUSG00000020622"	"12"	10419973	10440175	"RNA"
"Nt5c3b"	"ENSMUSG00000017176"	"11"	100313147	100332634	"RNA"
"Nt5m"	"ENSMUSG00000032615"	"11"	59730273	59771794	"RNA"
"Ntn1"	"ENSMUSG00000020902"	"11"	68100190	68291649	"RNA"
"Ntrk2"	"ENSMUSG00000055254"	"13"	58954383	59281784	"RNA"
"Ntsr2"	"ENSMUSG00000020591"	"12"	16703383	16710228	"RNA"
"Nubpl"	"ENSMUSG00000035142"	"12"	52144520	52359527	"RNA"
"Nudcd2"	"ENSMUSG00000020328"	"11"	40624494	40630873	"RNA"
"Nudcd3"	"ENSMUSG00000053838"	"11"	6055691	6150415	"RNA"
"Nudt14"	"ENSMUSG00000002804"	"12"	112897911	112905744	"RNA"
"Nufip2"	"ENSMUSG00000037857"	"11"	77576981	77632747	"RNA"
"Numb"	"ENSMUSG00000021224"	"12"	83840808	83968708	"RNA"
"Nup153"	"ENSMUSG00000021374"	"13"	46833381	46881416	"RNA"
"Nup85"	"ENSMUSG00000020739"	"11"	115455260	115474811	"RNA"
"Nup88"	"ENSMUSG00000040667"	"11"	70833884	70860799	"RNA"
"Nutm2"	"ENSMUSG00000071909"	"13"	50621343	50629391	"RNA"
"Nxn"	"ENSMUSG00000020844"	"11"	76148024	76289966	"RNA"
"Nxnl2"	"ENSMUSG00000021396"	"13"	51325058	51329224	"RNA"
"Nxph3"	"ENSMUSG00000046719"	"11"	95400671	95405396	"RNA"
"Nxph4"	"ENSMUSG00000040258"	"10"	127361342	127370428	"RNA"
"Obscn"	"ENSMUSG00000061462"	"11"	58885082	59029996	"RNA"
"Odc1"	"ENSMUSG00000011179"	"12"	17594795	17601506	"RNA"
"Odf4"	"ENSMUSG00000032921"	"11"	68812661	68817907	"RNA"
"Ofcc1"	"ENSMUSG00000047094"	"13"	40155358	40514926	"RNA"
"Ogdh"	"ENSMUSG00000020456"	"11"	6241633	6306642	"RNA"
"Ogfod3"	"ENSMUSG00000025169"	"11"	121068417	121095537	"RNA"
"Ogn"	"ENSMUSG00000021390"	"13"	49761522	49777977	"RNA"
"Omd"	"ENSMUSG00000048368"	"13"	49735938	49746298	"RNA"
"Omg"	"ENSMUSG00000049612"	"11"	79391808	79394910	"RNA"
"Oog1"	"ENSMUSG00000096576"	"12"	87649458	87655620	"RNA"
"Ormdl2"	"ENSMUSG00000025353"	"10"	128653771	128657514	"RNA"
"Ormdl3"	"ENSMUSG00000038150"	"11"	98472082	98478194	"RNA"
"Os9"	"ENSMUSG00000040462"	"10"	126931519	126957000	"RNA"
"Osbp2"	"ENSMUSG00000020435"	"11"	3653731	3813903	"RNA"
"Osbpl7"	"ENSMUSG00000038534"	"11"	96941454	96959730	"RNA"
"Osm"	"ENSMUSG00000058755"	"11"	4186420	4191026	"RNA"
"Osr1"	"ENSMUSG00000048387"	"12"	9620116	9631500	"RNA"
"Otop2"	"ENSMUSG00000050201"	"11"	115197989	115223129	"RNA"
"Otop3"	"ENSMUSG00000018862"	"11"	115225557	115237753	"RNA"
"Otub2"	"ENSMUSG00000021203"	"12"	103354941	103372609	"RNA"
"Otx1"	"ENSMUSG00000005917"	"11"	21944764	21952897	"RNA"
"Ovca2"	"ENSMUSG00000038268"	"11"	75066768	75069661	"RNA"
"Oxld1"	"ENSMUSG00000039670"	"11"	120347432	120348894	"RNA"
"P2rx1"	"ENSMUSG00000020787"	"11"	72889929	72906026	"RNA"
"P2rx5"	"ENSMUSG00000005950"	"11"	73051247	73063511	"RNA"
"P3h4"	"ENSMUSG00000006931"	"11"	100299282	100305662	"RNA"
"P4ha2"	"ENSMUSG00000018906"	"11"	53990921	54022491	"RNA"
"P4hb"	"ENSMUSG00000025130"	"11"	120451124	120464079	"RNA"
"Pa2g4"	"ENSMUSG00000025364"	"10"	128393635	128401856	"RNA"
"Pacs2"	"ENSMUSG00000021143"	"12"	112978128	113038021	"RNA"
"Pafah1b1"	"ENSMUSG00000020745"	"11"	74564775	74615496	"RNA"
"Pak1ip1"	"ENSMUSG00000038683"	"13"	41154499	41166491	"RNA"
"Pan2"	"ENSMUSG00000005682"	"10"	128139204	128157227	"RNA"
"Pank3"	"ENSMUSG00000018846"	"11"	35660311	35682112	"RNA"
"Papln"	"ENSMUSG00000021223"	"12"	83810408	83839156	"RNA"
"Papola"	"ENSMUSG00000021111"	"12"	105750953	105805203	"RNA"
"Papolg"	"ENSMUSG00000020273"	"11"	23812646	23845253	"RNA"
"Patz1"	"ENSMUSG00000020453"	"11"	3238874	3259083	"RNA"
"Pax9"	"ENSMUSG00000001497"	"12"	56738552	56759607	"RNA"
"Pcbd2"	"ENSMUSG00000021496"	"13"	55875181	55924643	"RNA"
"Pcgf2"	"ENSMUSG00000018537"	"11"	97579649	97591323	"RNA"
"Pcnx"	"ENSMUSG00000021140"	"12"	81906797	82047698	"RNA"
"Pcnx4"	"ENSMUSG00000034501"	"12"	72583157	72626893	"RNA"
"Pctp"	"ENSMUSG00000020553"	"11"	89873491	89893720	"RNA"
"Pcyt2"	"ENSMUSG00000025137"	"11"	120500913	120508762	"RNA"
"Pde6g"	"ENSMUSG00000025386"	"11"	120338431	120344326	"RNA"
"Pdia6"	"ENSMUSG00000020571"	"12"	17316546	17334771	"RNA"
"Pdk2"	"ENSMUSG00000038967"	"11"	94917084	94932180	"RNA"
"Pdlim4"	"ENSMUSG00000020388"	"11"	53945754	53959840	"RNA"
"Pdlim7"	"ENSMUSG00000021493"	"13"	55643608	55661489	"RNA"
"Pecam1"	"ENSMUSG00000020717"	"11"	106545043	106641454	"RNA"
"Peli1"	"ENSMUSG00000020134"	"11"	21041291	21100323	"RNA"
"Pelp1"	"ENSMUSG00000018921"	"11"	70283709	70300857	"RNA"
"Pemt"	"ENSMUSG00000000301"	"11"	59861440	59937315	"RNA"
"Per1"	"ENSMUSG00000020893"	"11"	68986043	69000786	"RNA"
"Pes1"	"ENSMUSG00000020430"	"11"	3913975	3930004	"RNA"
"Pex12"	"ENSMUSG00000018733"	"11"	83185468	83193412	"RNA"
"Pex13"	"ENSMUSG00000020283"	"11"	23596479	23615959	"RNA"
"Pfas"	"ENSMUSG00000020899"	"11"	68876523	68899286	"RNA"
"Pfkp"	"ENSMUSG00000021196"	"13"	6629804	6698813	"RNA"
"Pfn1"	"ENSMUSG00000018293"	"11"	70542676	70545470	"RNA"
"Pfn3"	"ENSMUSG00000044444"	"13"	55562501	55563045	"RNA"
"Pfn4"	"ENSMUSG00000020639"	"12"	4819022	4828813	"RNA"
"Pgam2"	"ENSMUSG00000020475"	"11"	5751640	5753733	"RNA"
"Pgap3"	"ENSMUSG00000038208"	"11"	98279503	98291316	"RNA"
"Pgbd1"	"ENSMUSG00000055313"	"13"	21605445	21625228	"RNA"
"Pgf"	"ENSMUSG00000004791"	"12"	85213409	85224564	"RNA"
"Pgs1"	"ENSMUSG00000017715"	"11"	117877118	117914837	"RNA"
"Phactr1"	"ENSMUSG00000054728"	"13"	42834099	43292002	"RNA"
"Phb"	"ENSMUSG00000038845"	"11"	95557783	95571599	"RNA"
"Phf12"	"ENSMUSG00000037791"	"11"	77873580	77921365	"RNA"
"Phf2"	"ENSMUSG00000038025"	"13"	48955226	49024595	"RNA"
"Phf23"	"ENSMUSG00000018572"	"11"	69886603	69890835	"RNA"
"Phf2os1"	"ENSMUSG00000086889"	"13"	49024588	49028936	"RNA"
"Phospho1"	"ENSMUSG00000050860"	"11"	95715325	95722966	"RNA"
"Phykpl"	"ENSMUSG00000020359"	"11"	51475584	51495316	"RNA"
"Pigh"	"ENSMUSG00000021120"	"12"	79127438	79136425	"RNA"
"Pigl"	"ENSMUSG00000014245"	"11"	62349286	62405243	"RNA"
"Pigs"	"ENSMUSG00000041958"	"11"	78219241	78233608	"RNA"
"Pigw"	"ENSMUSG00000045140"	"11"	84767141	84771111	"RNA"
"Pik3cg"	"ENSMUSG00000020573"	"12"	32223472	32258658	"RNA"
"Pik3ip1"	"ENSMUSG00000034614"	"11"	3280401	3292971	"RNA"
"Pik3r5"	"ENSMUSG00000020901"	"11"	68322947	68388675	"RNA"
"Pik3r6"	"ENSMUSG00000046207"	"11"	68393845	68443524	"RNA"
"Pimreg"	"ENSMUSG00000020808"	"11"	71932858	71938196	"RNA"
"Pip4k2b"	"ENSMUSG00000018547"	"11"	97605983	97635530	"RNA"
"Pip4k2c"	"ENSMUSG00000025417"	"10"	127032936	127047454	"RNA"
"Pipox"	"ENSMUSG00000017453"	"11"	77771441	77784922	"RNA"
"Pirt"	"ENSMUSG00000048070"	"11"	66802807	66820702	"RNA"
"Pitpna"	"ENSMUSG00000017781"	"11"	75478923	75519630	"RNA"
"Pitpnc1"	"ENSMUSG00000040430"	"11"	107098718	107361525	"RNA"
"Pitpnm3"	"ENSMUSG00000040543"	"11"	71938354	72026604	"RNA"
"Pitrm1"	"ENSMUSG00000021193"	"13"	6598185	6630551	"RNA"
"Pitx1"	"ENSMUSG00000021506"	"13"	55972864	55984005	"RNA"
"Pkd1l1"	"ENSMUSG00000046634"	"11"	8776708	8923266	"RNA"
"Pla2g3"	"ENSMUSG00000034579"	"11"	3438284	3449350	"RNA"
"Platr13"	"ENSMUSG00000086475"	"11"	41109664	41111923	"RNA"
"Platr19"	"ENSMUSG00000091430"	"12"	12837986	12844286	"RNA"
"Platr20"	"ENSMUSG00000086646"	"11"	51064847	51111275	"RNA"
"Platr25"	"ENSMUSG00000074863"	"13"	62819598	62908523	"RNA"
"Plcd3"	"ENSMUSG00000020937"	"11"	102961130	102992484	"RNA"
"Pld2"	"ENSMUSG00000020828"	"11"	70430890	70448936	"RNA"
"Pld4"	"ENSMUSG00000052160"	"12"	112727089	112735424	"RNA"
"Pld6"	"ENSMUSG00000043648"	"11"	59674723	59678471	"RNA"
"Plek"	"ENSMUSG00000020120"	"11"	16921206	17002381	"RNA"
"Plek2"	"ENSMUSG00000021118"	"12"	78935465	78953738	"RNA"
"Plekhd1"	"ENSMUSG00000066438"	"12"	80739365	80770988	"RNA"
"Plekhd1os"	"ENSMUSG00000044062"	"12"	80733144	80739240	"RNA"
"Plekhg3"	"ENSMUSG00000052609"	"12"	76577665	76627262	"RNA"
"Plekhh1"	"ENSMUSG00000060716"	"12"	79075937	79128429	"RNA"
"Plekhh3"	"ENSMUSG00000035172"	"11"	101053505	101062177	"RNA"
"Plekhm1"	"ENSMUSG00000034247"	"11"	103255101	103303513	"RNA"
"Plscr3"	"ENSMUSG00000019461"	"11"	69737202	69742884	"RNA"
"Plxdc1"	"ENSMUSG00000017417"	"11"	97814064	97877270	"RNA"
"Pmel"	"ENSMUSG00000025359"	"10"	128540064	128556107	"RNA"
"Pmp22"	"ENSMUSG00000018217"	"11"	63019808	63050373	"RNA"
"Pnma1"	"ENSMUSG00000054383"	"12"	84192905	84195263	"RNA"
"Pnmt"	"ENSMUSG00000038216"	"11"	98277276	98279007	"RNA"
"Pnn"	"ENSMUSG00000020994"	"12"	59113670	59120784	"RNA"
"Pno1"	"ENSMUSG00000020116"	"11"	17153198	17161568	"RNA"
"Pnpla8"	"ENSMUSG00000036257"	"12"	44268153	44369315	"RNA"
"Pnpo"	"ENSMUSG00000018659"	"11"	96828651	96834812	"RNA"
"Pnpt1"	"ENSMUSG00000020464"	"11"	29080744	29111828	"RNA"
"Pold2"	"ENSMUSG00000020471"	"11"	5822180	5828292	"RNA"
"Poldip2"	"ENSMUSG00000001100"	"11"	78403019	78413562	"RNA"
"Pole2"	"ENSMUSG00000020974"	"12"	69248547	69274969	"RNA"
"Polg2"	"ENSMUSG00000020718"	"11"	106659079	106670363	"RNA"
"Polm"	"ENSMUSG00000020474"	"11"	5777860	5788016	"RNA"
"Polr2a"	"ENSMUSG00000005198"	"11"	69624823	69649463	"RNA"
"Pom121l12"	"ENSMUSG00000084135"	"11"	14549276	14550314	"RNA"
"Pom121l2"	"ENSMUSG00000016982"	"13"	22165364	22172904	"RNA"
"Pomc"	"ENSMUSG00000020660"	"12"	4004951	4010642	"RNA"
"Pomt2"	"ENSMUSG00000034126"	"12"	87153635	87194742	"RNA"
"Pou6f2"	"ENSMUSG00000009734"	"13"	18295683	18572271	"RNA"
"Ppia"	"ENSMUSG00000071866"	"11"	6365443	6369817	"RNA"
"Ppm1a"	"ENSMUSG00000021096"	"12"	72804229	72846593	"RNA"
"Ppm1d"	"ENSMUSG00000020525"	"11"	85202070	85237892	"RNA"
"Ppm1e"	"ENSMUSG00000046442"	"11"	87117732	87249849	"RNA"
"Ppm1h"	"ENSMUSG00000034613"	"10"	122514667	122781700	"RNA"
"Ppp1r13b"	"ENSMUSG00000021285"	"12"	111794891	111874544	"RNA"
"Ppp1r1b"	"ENSMUSG00000061718"	"11"	98239230	98248622	"RNA"
"Ppp1r27"	"ENSMUSG00000025129"	"11"	120440805	120441958	"RNA"
"Ppp1r36"	"ENSMUSG00000052221"	"12"	76464312	76486266	"RNA"
"Ppp1r3g"	"ENSMUSG00000050423"	"13"	36142822	36154371	"RNA"
"Ppp1r9b"	"ENSMUSG00000038976"	"11"	94881861	94897725	"RNA"
"Ppp2ca"	"ENSMUSG00000020349"	"11"	51989508	52018605	"RNA"
"Ppp2r3c"	"ENSMUSG00000021022"	"12"	55325776	55349783	"RNA"
"Ppp2r5c"	"ENSMUSG00000017843"	"12"	110413554	110549496	"RNA"
