"mgi_symbol"	"ensembl_gene_id"	"chromosome_name"	"start_position"	"end_position"
"11778"	"Reg3g"	"ENSMUSG00000030017"	"6"	78443252	78445855
"11779"	"Relb"	"ENSMUSG00000002983"	"7"	19340142	19363363
"11780"	"Relt"	"ENSMUSG00000008318"	"7"	100495054	100512653
"11781"	"Rep15"	"ENSMUSG00000040121"	"6"	146934082	146935743
"11782"	"Repin1"	"ENSMUSG00000052751"	"6"	48570817	48576016
"11783"	"Rerg"	"ENSMUSG00000030222"	"6"	137031823	137147495
"11784"	"Rergl"	"ENSMUSG00000092164"	"6"	139469971	139478974
"11785"	"Resf1"	"ENSMUSG00000032712"	"6"	149210912	149237161
"11786"	"Ret"	"ENSMUSG00000030110"	"6"	118128706	118174679
"11787"	"Retn"	"ENSMUSG00000012705"	"8"	3705770	3710110
"11788"	"Retsat"	"ENSMUSG00000056666"	"6"	72575458	72585408
"11789"	"Rexo5"	"ENSMUSG00000030924"	"7"	119393229	119448166
"11790"	"Rfc3"	"ENSMUSG00000033970"	"5"	151566221	151574707
"11791"	"Rfpl4"	"ENSMUSG00000035191"	"7"	5112786	5119949
"11792"	"Rgma"	"ENSMUSG00000070509"	"7"	73025257	73069647
"11793"	"Rgs10"	"ENSMUSG00000030844"	"7"	127975345	128020482
"11794"	"Rgs9bp"	"ENSMUSG00000056043"	"7"	35278418	35285007
"11795"	"Rhcg"	"ENSMUSG00000030549"	"7"	79243111	79267405
"11796"	"Rhno1"	"ENSMUSG00000048668"	"6"	128333963	128339874
"11797"	"Rho"	"ENSMUSG00000030324"	"6"	115908709	115916997
"11798"	"Rhog"	"ENSMUSG00000073982"	"7"	101888330	101905261
"11799"	"Rhpn2"	"ENSMUSG00000030494"	"7"	35033595	35091714
"11800"	"Ric3"	"ENSMUSG00000048330"	"7"	108633519	108682538
"11801"	"Ric8a"	"ENSMUSG00000025485"	"7"	140436870	140444285
"11802"	"Rimklb"	"ENSMUSG00000040649"	"6"	122424255	122475720
"11803"	"Rinl"	"ENSMUSG00000051735"	"7"	28488394	28498388
"11804"	"Rlbp1"	"ENSMUSG00000039194"	"7"	79024618	79036796
"11805"	"Rmnd5a"	"ENSMUSG00000002222"	"6"	71365618	71417621
"11806"	"Rncr4"	"ENSMUSG00000103108"	"6"	30172892	30175125
"11807"	"Rnf103"	"ENSMUSG00000052656"	"6"	71470878	71487865
"11808"	"Rnf121"	"ENSMUSG00000070426"	"7"	101668344	101714676
"11809"	"Rnf133"	"ENSMUSG00000051956"	"6"	23648868	23650304
"11810"	"Rnf141"	"ENSMUSG00000030788"	"7"	110399639	110443664
"11811"	"Rnf148"	"ENSMUSG00000078179"	"6"	23653897	23655135
"11812"	"Rnf169"	"ENSMUSG00000058761"	"7"	99569461	99629655
"11813"	"Rnf181"	"ENSMUSG00000055850"	"6"	72336697	72343939
"11814"	"Rnf225"	"ENSMUSG00000033967"	"7"	12661343	12664999
"11815"	"Rnf40"	"ENSMUSG00000030816"	"7"	127187939	127203971
"11816"	"Rnf6"	"ENSMUSG00000029634"	"5"	146146002	146158365
"11817"	"Rnh1"	"ENSMUSG00000038650"	"7"	140740239	140752770
"11818"	"Rpa3"	"ENSMUSG00000012483"	"6"	8255936	8259173
"11819"	"Rpia"	"ENSMUSG00000053604"	"6"	70742704	70769216
"11820"	"Rpl13a"	"ENSMUSG00000074129"	"7"	44774982	44778185
"11821"	"Rpl18"	"ENSMUSG00000059070"	"7"	45364881	45370260
"11822"	"Rpl21"	"ENSMUSG00000041453"	"5"	146769700	146773842
"11823"	"Rpl27a"	"ENSMUSG00000046364"	"7"	109118354	109121574
"11824"	"Rpl28"	"ENSMUSG00000030432"	"7"	4795873	4798065
"11825"	"Rpl32"	"ENSMUSG00000057841"	"6"	115782466	115785708
"11826"	"Rplp2"	"ENSMUSG00000025508"	"7"	141027283	141031498
"11827"	"Rpn1"	"ENSMUSG00000030062"	"6"	88061464	88082286
"11828"	"Rprl1"	"ENSMUSG00000088675"	"6"	69303828	69304154
"11829"	"Rprl1"	"ENSMUSG00000106222"	"6"	69303921	69304158
"11830"	"Rps11"	"ENSMUSG00000003429"	"7"	44771803	44773863
"11831"	"Rps13"	"ENSMUSG00000090862"	"7"	115930740	115933430
"11832"	"Rps15a"	"ENSMUSG00000008683"	"7"	117703595	117715411
"11833"	"Rps16"	"ENSMUSG00000037563"	"7"	28050077	28052580
"11834"	"Rps17"	"ENSMUSG00000061787"	"7"	80992480	80995002
"11835"	"Rps19"	"ENSMUSG00000040952"	"7"	24583796	24589231
"11836"	"Rps3"	"ENSMUSG00000030744"	"7"	99127103	99132945
"11837"	"Rps5"	"ENSMUSG00000012848"	"7"	12656217	12660613
"11838"	"Rps9"	"ENSMUSG00000006333"	"7"	3706992	3709896
"11839"	"Rpusd3"	"ENSMUSG00000051169"	"6"	113392280	113396301
"11840"	"Rras"	"ENSMUSG00000038387"	"7"	44667385	44671071
"11841"	"Rras2"	"ENSMUSG00000055723"	"7"	113646017	113717016
"11842"	"Rrm1"	"ENSMUSG00000030978"	"7"	102090902	102118978
"11843"	"Rrp8"	"ENSMUSG00000030888"	"7"	105380937	105386592
"11844"	"Rsf1"	"ENSMUSG00000035623"	"7"	97229096	97341985
"11845"	"Rsf1os1"	"ENSMUSG00000086433"	"7"	97247556	97294319
"11846"	"Rsf1os2"	"ENSMUSG00000086993"	"7"	97299217	97346035
"11847"	"Rsph6a"	"ENSMUSG00000040866"	"7"	18788615	18808372
"11848"	"Rtkn"	"ENSMUSG00000034930"	"6"	83112444	83129560
"11849"	"Rtn2"	"ENSMUSG00000030401"	"7"	19016549	19030085
"11850"	"Ruvbl1"	"ENSMUSG00000030079"	"6"	88442391	88474554
"11851"	"Ruvbl2"	"ENSMUSG00000003868"	"7"	45071184	45087520
"11852"	"Rxfp2"	"ENSMUSG00000053368"	"5"	149942140	150005649
"11853"	"Rybp"	"ENSMUSG00000072872"	"6"	100205526	100264446
"11854"	"Ryr1"	"ENSMUSG00000030592"	"7"	28702769	28824604
"11855"	"Saa1"	"ENSMUSG00000074115"	"7"	46389921	46392404
"11856"	"Saa2"	"ENSMUSG00000057465"	"7"	46401214	46403737
"11857"	"Saa3"	"ENSMUSG00000040026"	"7"	46361422	46365124
"11858"	"Saa4"	"ENSMUSG00000040017"	"7"	46377422	46382027
"11859"	"Saal1"	"ENSMUSG00000006763"	"7"	46335532	46360104
"11860"	"Sae1"	"ENSMUSG00000052833"	"7"	16054159	16121731
"11861"	"Samd4b"	"ENSMUSG00000109336"	"7"	28098947	28297569
"11862"	"Samd9l"	"ENSMUSG00000047735"	"6"	3372257	3399572
"11863"	"Sars2"	"ENSMUSG00000070699"	"7"	28441417	28453296
"11864"	"Saxo2"	"ENSMUSG00000038570"	"7"	82282168	82297736
"11865"	"Sbf2"	"ENSMUSG00000038371"	"7"	109907220	110214129
"11866"	"Sbk1"	"ENSMUSG00000042978"	"7"	125848034	125894188
"11867"	"Sbk2"	"ENSMUSG00000030433"	"7"	4943511	4967405
"11868"	"Sbk3"	"ENSMUSG00000085272"	"7"	4968259	4974167
"11869"	"Sbsn"	"ENSMUSG00000046056"	"7"	30450896	30455559
"11870"	"Scaf1"	"ENSMUSG00000038406"	"7"	44652372	44665787
"11871"	"Scgb1b10"	"ENSMUSG00000099581"	"7"	31800278	31801594
"11872"	"Scgb1b11"	"ENSMUSG00000101638"	"7"	31922265	31923581
"11873"	"Scgb1b12"	"ENSMUSG00000101520"	"7"	32033607	32034926
"11874"	"Scgb1b15"	"ENSMUSG00000101232"	"7"	32535979	32537295
"11875"	"Scgb1b17"	"ENSMUSG00000099898"	"7"	32762874	32764190
"11876"	"Scgb1b18"	"ENSMUSG00000101401"	"7"	32884993	32886293
"11877"	"Scgb1b19"	"ENSMUSG00000095232"	"7"	32986716	32988036
"11878"	"Scgb1b2"	"ENSMUSG00000062556"	"7"	30989944	30991246
"11879"	"Scgb1b20"	"ENSMUSG00000094978"	"7"	33072659	33073984
"11880"	"Scgb1b24"	"ENSMUSG00000078753"	"7"	33443224	33444407
"11881"	"Scgb1b27"	"ENSMUSG00000066583"	"7"	33720908	33722306
"11882"	"Scgb1b29"	"ENSMUSG00000078757"	"7"	32140966	32142147
"11883"	"Scgb1b3"	"ENSMUSG00000095257"	"7"	31075017	31076341
"11884"	"Scgb1b30"	"ENSMUSG00000078752"	"7"	33794856	33800262
"11885"	"Scgb1b7"	"ENSMUSG00000078759"	"7"	31412090	31413403
"11886"	"Scgb1c1"	"ENSMUSG00000038801"	"7"	140425460	140426682
"11887"	"Scgb2b11"	"ENSMUSG00000099729"	"7"	31908598	31910570
"11888"	"Scgb2b12"	"ENSMUSG00000097982"	"7"	32024711	32026670
"11889"	"Scgb2b15"	"ENSMUSG00000097972"	"7"	32527108	32529087
"11890"	"Scgb2b17"	"ENSMUSG00000098094"	"7"	32754007	32755986
"11891"	"Scgb2b18"	"ENSMUSG00000100058"	"7"	32871317	32873289
"11892"	"Scgb2b19"	"ENSMUSG00000096467"	"7"	32977795	32979763
"11893"	"Scgb2b2"	"ENSMUSG00000036521"	"7"	30989933	31004402
"11894"	"Scgb2b20"	"ENSMUSG00000094305"	"7"	33063768	33065747
"11895"	"Scgb2b21"	"ENSMUSG00000099900"	"7"	33217906	33219883
"11896"	"Scgb2b24"	"ENSMUSG00000046438"	"7"	33436615	33438737
"11897"	"Scgb2b26"	"ENSMUSG00000066586"	"7"	33642427	33644465
"11898"	"Scgb2b27"	"ENSMUSG00000066584"	"7"	33711346	33713367
"11899"	"Scgb2b3"	"ENSMUSG00000078754"	"7"	31058463	31061497
"11900"	"Scgb2b7"	"ENSMUSG00000094053"	"7"	31403204	31405182
"11901"	"Scn1b"	"ENSMUSG00000019194"	"7"	30815949	30826428
"11902"	"Scnn1a"	"ENSMUSG00000030340"	"6"	125297622	125321906
"11903"	"Scnn1b"	"ENSMUSG00000030873"	"7"	121464261	121517737
"11904"	"Scnn1g"	"ENSMUSG00000000216"	"7"	121333702	121367698
"11905"	"Scrn1"	"ENSMUSG00000019124"	"6"	54478158	54543474
"11906"	"Sct"	"ENSMUSG00000038580"	"7"	140858243	140859046
"11907"	"Scube2"	"ENSMUSG00000007279"	"7"	109397883	109464886
"11908"	"Sdhaf1"	"ENSMUSG00000074211"	"7"	30020831	30023320
"11909"	"Sdhaf3"	"ENSMUSG00000042505"	"6"	6956004	7042979
"11910"	"Sec1"	"ENSMUSG00000040364"	"7"	45327110	45343826
"11911"	"Sec11a"	"ENSMUSG00000025724"	"7"	80554637	80597528
"11912"	"Sec13"	"ENSMUSG00000030298"	"6"	113705023	113717704
"11913"	"Sec23ip"	"ENSMUSG00000055319"	"7"	128346667	128386560
"11914"	"Sec61a1"	"ENSMUSG00000030082"	"6"	88480561	88495887
"11915"	"Selenos"	"ENSMUSG00000075701"	"7"	65729397	65739153
"11916"	"Selenov"	"ENSMUSG00000046750"	"7"	27984077	27990611
"11917"	"Selenow"	"ENSMUSG00000041571"	"7"	15651133	15656327
"11918"	"Sem1"	"ENSMUSG00000042541"	"6"	6557294	6578663
"11919"	"Sema4b"	"ENSMUSG00000030539"	"7"	79836589	79876275
"11920"	"Sema4f"	"ENSMUSG00000000627"	"6"	82888866	82916750
"11921"	"Sephs2"	"ENSMUSG00000049091"	"7"	126871051	126873227
"11922"	"Serbp1"	"ENSMUSG00000036371"	"6"	67215160	67274720
"11923"	"Sergef"	"ENSMUSG00000030839"	"7"	46092578	46289231
"11924"	"Serpinh1"	"ENSMUSG00000070436"	"7"	98994583	99002446
"11925"	"Sertad1"	"ENSMUSG00000008384"	"7"	27186335	27189741
"11926"	"Sertad3"	"ENSMUSG00000055200"	"7"	27173193	27176789
"11927"	"Setd1a"	"ENSMUSG00000042308"	"7"	127375842	127399294
"11928"	"Setd5"	"ENSMUSG00000034269"	"6"	113054326	113130396
"11929"	"Setmar"	"ENSMUSG00000034639"	"6"	108042006	108054083
"11930"	"Sez6l2"	"ENSMUSG00000030683"	"7"	126549735	126569778
"11931"	"Sftpb"	"ENSMUSG00000056370"	"6"	72281594	72291354
"11932"	"Sfxn5"	"ENSMUSG00000033720"	"6"	85190031	85310404
"11933"	"Sgce"	"ENSMUSG00000004631"	"6"	4674350	4747207
"11934"	"Sgf29"	"ENSMUSG00000030714"	"7"	126248481	126272097
"11935"	"Sh2b1"	"ENSMUSG00000030733"	"7"	126066166	126074596
"11936"	"Sh2d6"	"ENSMUSG00000052631"	"6"	72490624	72498690
"11937"	"Sh3gl3"	"ENSMUSG00000030638"	"7"	81823588	81956627
"11938"	"Shank1"	"ENSMUSG00000038738"	"7"	43959677	44009996
"11939"	"Shank2"	"ENSMUSG00000037541"	"7"	143555665	143978231
"11940"	"Shcbp1"	"ENSMUSG00000022322"	"8"	4785976	4829567
"11941"	"Shisa7"	"ENSMUSG00000053550"	"7"	4828551	4847695
"11942"	"Shkbp1"	"ENSMUSG00000089832"	"7"	27041558	27055444
"11943"	"Shq1"	"ENSMUSG00000035378"	"6"	100545217	100648118
"11944"	"Sigirr"	"ENSMUSG00000025494"	"7"	140671088	140680485
"11945"	"Siglece"	"ENSMUSG00000030474"	"7"	43300494	43309585
"11946"	"Siglecf"	"ENSMUSG00000039013"	"7"	43000765	43008955
"11947"	"Siglecg"	"ENSMUSG00000030468"	"7"	43057628	43067782
"11948"	"Siglech"	"ENSMUSG00000051504"	"7"	55417926	55428673
"11949"	"Sinhcaf"	"ENSMUSG00000039985"	"6"	148822533	148847965
"11950"	"Sipa1l3"	"ENSMUSG00000030583"	"7"	29019797	29218066
"11951"	"Sirt2"	"ENSMUSG00000015149"	"7"	28466160	28488086
"11952"	"Sirt3"	"ENSMUSG00000025486"	"7"	140443579	140462222
"11953"	"Six5"	"ENSMUSG00000040841"	"7"	18828519	18832474
"11954"	"Skap2"	"ENSMUSG00000059182"	"6"	51834402	51989529
"11955"	"Slc10a2"	"ENSMUSG00000023073"	"8"	5133219	5155351
"11956"	"Slc13a1"	"ENSMUSG00000029700"	"6"	24088282	24168091
"11957"	"Slc13a4"	"ENSMUSG00000029843"	"6"	35244892	35285066
"11958"	"Slc15a5"	"ENSMUSG00000044378"	"6"	137960584	138056914
"11959"	"Slc17a6"	"ENSMUSG00000030500"	"7"	51271754	51320867
"11960"	"Slc17a7"	"ENSMUSG00000070570"	"7"	44813373	44825566
"11961"	"Slc1a5"	"ENSMUSG00000001918"	"7"	16515265	16532199
"11962"	"Slc22a18"	"ENSMUSG00000000154"	"7"	143027473	143053071
"11963"	"Slc23a4"	"ENSMUSG00000029847"	"6"	34922213	34965339
"11964"	"Slc25a13"	"ENSMUSG00000015112"	"6"	6041218	6217173
"11965"	"Slc25a18"	"ENSMUSG00000004902"	"6"	120750539	120771297
"11966"	"Slc25a22"	"ENSMUSG00000019082"	"7"	141009657	141017805
"11967"	"Slc25a26"	"ENSMUSG00000045100"	"6"	94477312	94581653
"11968"	"Slc27a5"	"ENSMUSG00000030382"	"7"	12722273	12732119
"11969"	"Slc28a1"	"ENSMUSG00000025726"	"7"	80764547	80820164
"11970"	"Slc2a3"	"ENSMUSG00000003153"	"6"	122704768	122778599
"11971"	"Slc35b4"	"ENSMUSG00000018999"	"6"	34130315	34154046
"11972"	"Slc37a3"	"ENSMUSG00000029924"	"6"	39311707	39354609
"11973"	"Slc41a3"	"ENSMUSG00000030089"	"6"	90581707	90623394
"11974"	"Slc46a3"	"ENSMUSG00000029650"	"5"	147815247	147831625
"11975"	"Slc4a5"	"ENSMUSG00000068323"	"6"	83196810	83281927
"11976"	"Slc5a11"	"ENSMUSG00000030769"	"7"	122814003	122872476
"11977"	"Slc5a2"	"ENSMUSG00000030781"	"7"	127864829	127871602
"11978"	"Slc6a1"	"ENSMUSG00000030310"	"6"	114259596	114294493
"11979"	"Slc6a11"	"ENSMUSG00000030307"	"6"	114108202	114226913
"11980"	"Slc6a12"	"ENSMUSG00000030109"	"6"	121320035	121342734
"11981"	"Slc6a13"	"ENSMUSG00000030108"	"6"	121277186	121314692
"11982"	"Slc6a16"	"ENSMUSG00000094152"	"7"	44890509	44922791
"11983"	"Slc6a21"	"ENSMUSG00000070568"	"7"	44926937	44938422
"11984"	"Slc6a5"	"ENSMUSG00000039728"	"7"	49559894	49613604
"11985"	"Slc6a6"	"ENSMUSG00000030096"	"6"	91661034	91736047
"11986"	"Slc7a1"	"ENSMUSG00000041313"	"5"	148264220	148336714
"11987"	"Slc7a10"	"ENSMUSG00000030495"	"7"	34885810	34900539
"11988"	"Slc7a9"	"ENSMUSG00000030492"	"7"	35148221	35165461
"11989"	"Slc8a2"	"ENSMUSG00000030376"	"7"	15863751	15894988
"11990"	"Slco1a1"	"ENSMUSG00000041698"	"6"	141853008	141892688
"11991"	"Slco1a4"	"ENSMUSG00000030237"	"6"	141751166	141801925
"11992"	"Slco1a5"	"ENSMUSG00000063975"	"6"	142179953	142268707
"11993"	"Slco1a6"	"ENSMUSG00000079262"	"6"	142031487	142154247
"11994"	"Slco1b2"	"ENSMUSG00000030236"	"6"	141575244	141632372
"11995"	"Slco1c1"	"ENSMUSG00000030235"	"6"	141470094	141515903
"11996"	"Slco2b1"	"ENSMUSG00000030737"	"7"	99307011	99360547
"11997"	"Slco3a1"	"ENSMUSG00000025790"	"7"	73925167	74204528
"11998"	"Slx1b"	"ENSMUSG00000059772"	"7"	126288640	126294956
"11999"	"Smarcad1"	"ENSMUSG00000029920"	"6"	65019567	65093045
"12000"	"Smco2"	"ENSMUSG00000030292"	"6"	146751602	146772904
"12001"	"Smco3"	"ENSMUSG00000043298"	"6"	136806925	136812450
"12002"	"Smg1"	"ENSMUSG00000030655"	"7"	117730531	117842893
"12003"	"Smg9"	"ENSMUSG00000002210"	"7"	24099044	24122203
"12004"	"Smim10l1"	"ENSMUSG00000072704"	"6"	133081872	133087862
"12005"	"Smim17"	"ENSMUSG00000093536"	"7"	6401714	6435092
"12006"	"Smim38"	"ENSMUSG00000109305"	"7"	144759562	144761856
"12007"	"Smo"	"ENSMUSG00000001761"	"6"	29735502	29761364
"12008"	"Smpd1"	"ENSMUSG00000037049"	"7"	105203567	105207596
"12009"	"Smyd1"	"ENSMUSG00000055027"	"6"	71190924	71299217
"12010"	"Smyd5"	"ENSMUSG00000033706"	"6"	85408971	85423417
"12011"	"Snapc2"	"ENSMUSG00000011837"	"8"	4303080	4306220
"12012"	"Snca"	"ENSMUSG00000025889"	"6"	60708559	60806839
"12013"	"Snd1"	"ENSMUSG00000001424"	"6"	28475138	28935161
"12014"	"Snhg14"	"ENSMUSG00000100826"	"7"	58957672	59625507
"12015"	"Snrnp27"	"ENSMUSG00000001158"	"6"	86652133	86661504
"12016"	"Snrnp70"	"ENSMUSG00000063511"	"7"	45025877	45045166
"12017"	"Snrpa"	"ENSMUSG00000061479"	"7"	26886430	26895696
"12018"	"Snrpa1"	"ENSMUSG00000030512"	"7"	65708751	65724335
"12019"	"Snrpd2"	"ENSMUSG00000040824"	"7"	18883647	18887467
"12020"	"Snrpg"	"ENSMUSG00000057278"	"6"	86348286	86356310
"12021"	"Snrpn"	"ENSMUSG00000102252"	"7"	59632243	59789967
"12022"	"Snurf"	"ENSMUSG00000102627"	"7"	59645197	59654797
"12023"	"Snx10"	"ENSMUSG00000038301"	"6"	51500881	51567659
"12024"	"Sox5"	"ENSMUSG00000041540"	"6"	143774151	144727703
"12025"	"Sox5it"	"ENSMUSG00000072677"	"6"	144616153	144618446
"12026"	"Sox5os1"	"ENSMUSG00000087302"	"6"	143967634	143969504
"12027"	"Sox5os2"	"ENSMUSG00000087157"	"6"	144426951	144447142
"12028"	"Sox5os3"	"ENSMUSG00000085785"	"6"	144618594	144639560
"12029"	"Sox5os4"	"ENSMUSG00000086282"	"6"	144666637	144705609
"12030"	"Sox5os5"	"ENSMUSG00000086731"	"6"	144669291	144670633
"12031"	"Sox6"	"ENSMUSG00000051910"	"7"	115070107	115638031
"12032"	"Sox6os"	"ENSMUSG00000030664"	"7"	115631214	115631785
"12033"	"Spaca4"	"ENSMUSG00000070563"	"7"	45374531	45375237
"12034"	"Spam1"	"ENSMUSG00000029682"	"6"	24791187	24801047
"12035"	"Spcs2"	"ENSMUSG00000035227"	"7"	99486776	99512669
"12036"	"Speer9-ps1"	"ENSMUSG00000107956"	"7"	3178146	3194832
"12037"	"Sphk2"	"ENSMUSG00000057342"	"7"	45358891	45367426
"12038"	"Spib"	"ENSMUSG00000008193"	"7"	44175417	44181495
"12039"	"Spint2"	"ENSMUSG00000074227"	"7"	28955748	28981337
"12040"	"Spn"	"ENSMUSG00000051457"	"7"	126731404	126736995
"12041"	"Spns1"	"ENSMUSG00000030741"	"7"	125969232	125976622
"12042"	"Spon1"	"ENSMUSG00000038156"	"7"	113365235	113642605
"12043"	"Spr"	"ENSMUSG00000033735"	"6"	85107158	85114748
"12044"	"Spred3"	"ENSMUSG00000037239"	"7"	28858254	28869836
"12045"	"Sprn"	"ENSMUSG00000045733"	"7"	139730541	139734790
"12046"	"Spsb2"	"ENSMUSG00000038451"	"6"	124785624	124787582
"12047"	"Sptbn4"	"ENSMUSG00000011751"	"7"	27055808	27147111
"12048"	"Spty2d1"	"ENSMUSG00000049516"	"7"	46640144	46658159
"12049"	"Spx"	"ENSMUSG00000071112"	"6"	142359167	142365456
"12050"	"Srcap"	"ENSMUSG00000053877"	"7"	127111155	127160391
"12051"	"Srgap3"	"ENSMUSG00000030257"	"6"	112694932	112924227
"12052"	"Ssbp1"	"ENSMUSG00000029911"	"6"	40448286	40461634
"12053"	"Ssc5d"	"ENSMUSG00000035279"	"7"	4928784	4947825
"12054"	"Ssmem1"	"ENSMUSG00000029784"	"6"	30509848	30520253
"12055"	"Sspn"	"ENSMUSG00000030255"	"6"	145877367	145910949
"12056"	"Sspnos"	"ENSMUSG00000085414"	"6"	145897382	145903260
"12057"	"Sspo"	"ENSMUSG00000029797"	"6"	48425163	48478184
"12058"	"Ssu2"	"ENSMUSG00000034387"	"6"	112336285	112364984
"12059"	"St3gal5"	"ENSMUSG00000056091"	"6"	72074576	72131555
"12060"	"St7"	"ENSMUSG00000029534"	"6"	17692932	17943024
"12061"	"St8sia1"	"ENSMUSG00000030283"	"6"	142767271	142910178
"12062"	"St8sia2"	"ENSMUSG00000025789"	"7"	73588867	73663438
"12063"	"Stambp"	"ENSMUSG00000006906"	"6"	83520193	83549711
"12064"	"Stard10"	"ENSMUSG00000030688"	"7"	100966293	100995833
"12065"	"Stard13"	"ENSMUSG00000016128"	"5"	150960975	151157301
"12066"	"Stard5"	"ENSMUSG00000046027"	"7"	83281167	83302335
"12067"	"Stim1"	"ENSMUSG00000030987"	"7"	101917013	102086526
"12068"	"Stk31"	"ENSMUSG00000023403"	"6"	49372538	49446435
"12069"	"Stk32c"	"ENSMUSG00000015981"	"7"	138683554	138793223
"12070"	"Stk33"	"ENSMUSG00000031027"	"7"	108878430	109038288
"12071"	"Stk38l"	"ENSMUSG00000001630"	"6"	146626493	146680310
"12072"	"Stra8"	"ENSMUSG00000029848"	"6"	34897098	34916279
"12073"	"Strap"	"ENSMUSG00000030224"	"6"	137712076	137728930
"12074"	"Strip2"	"ENSMUSG00000039629"	"6"	29917011	29959680
"12075"	"Strn4"	"ENSMUSG00000030374"	"7"	16549814	16574856
"12076"	"Stx1b"	"ENSMUSG00000030806"	"7"	127403072	127423721
"12077"	"Stx4a"	"ENSMUSG00000030805"	"7"	127423466	127448191
"12078"	"Stxbp2"	"ENSMUSG00000004626"	"8"	3680955	3693644
"12079"	"Styk1"	"ENSMUSG00000032899"	"6"	131276105	131330560
"12080"	"Suclg1"	"ENSMUSG00000052738"	"6"	73225365	73253894
"12081"	"Suclg2"	"ENSMUSG00000061838"	"6"	95449990	95695781
"12082"	"Sult1a1"	"ENSMUSG00000030711"	"7"	126272037	126275604
"12083"	"Sult2a1"	"ENSMUSG00000078798"	"7"	13530171	13571334
"12084"	"Sult2a2"	"ENSMUSG00000070811"	"7"	13467430	13513561
"12085"	"Sult2a3"	"ENSMUSG00000074375"	"7"	13801371	13856969
"12086"	"Sult2a4"	"ENSMUSG00000074377"	"7"	13643601	13723532
"12087"	"Sult2a5"	"ENSMUSG00000078799"	"7"	13357892	13404732
"12088"	"Sult2a6"	"ENSMUSG00000070810"	"7"	13956328	13988795
"12089"	"Sult2a7"	"ENSMUSG00000094156"	"7"	14198976	14228155
"12090"	"Sult2a8"	"ENSMUSG00000030378"	"7"	14144611	14180694
"12091"	"Sult2b1"	"ENSMUSG00000003271"	"7"	45379407	45434093
"12092"	"Sult6b2"	"ENSMUSG00000048473"	"6"	142730930	142750228
"12093"	"Sumf1"	"ENSMUSG00000030101"	"6"	108083989	108162543
"12094"	"Supt5"	"ENSMUSG00000003435"	"7"	28014316	28038171
"12095"	"Sv2b"	"ENSMUSG00000053025"	"7"	74764642	74959010
"12096"	"Sva"	"ENSMUSG00000023289"	"6"	42015328	42019785
"12097"	"Sval1"	"ENSMUSG00000029865"	"6"	41928564	41933032
"12098"	"Sval2"	"ENSMUSG00000014104"	"6"	41829923	41841347
"12099"	"Sval3"	"ENSMUSG00000062833"	"6"	41945074	41950024
"12100"	"Svip"	"ENSMUSG00000074093"	"7"	51646919	51655766
"12101"	"Svopl"	"ENSMUSG00000029830"	"6"	37960674	38023931
"12102"	"Swap70"	"ENSMUSG00000031015"	"7"	109820918	109882713
"12103"	"Syce1"	"ENSMUSG00000025480"	"7"	140357142	140367765
"12104"	"Sycn"	"ENSMUSG00000084174"	"7"	28240310	28241634
"12105"	"Sympk"	"ENSMUSG00000023118"	"7"	18758302	18788543
"12106"	"Syn2"	"ENSMUSG00000009394"	"6"	115111863	115258967
"12107"	"Syne4"	"ENSMUSG00000019737"	"7"	30014232	30018471
"12108"	"Syngr4"	"ENSMUSG00000040231"	"7"	45534646	45546138
"12109"	"Synm"	"ENSMUSG00000030554"	"7"	67379908	67409490
"12110"	"Syt17"	"ENSMUSG00000058420"	"7"	117979940	118047445
"12111"	"Syt3"	"ENSMUSG00000030731"	"7"	44033526	44049611
"12112"	"Syt5"	"ENSMUSG00000004961"	"7"	4542764	4550540
"12113"	"Syt8"	"ENSMUSG00000031098"	"7"	141988587	141994133
"12114"	"Syt9"	"ENSMUSG00000062542"	"7"	106969935	107147863
"12115"	"Sytl2"	"ENSMUSG00000030616"	"7"	89951460	90059927
"12116"	"Tac1"	"ENSMUSG00000061762"	"6"	7554879	7565834
"12117"	"Tacc2"	"ENSMUSG00000030852"	"7"	130179168	130366515
"12118"	"Tacr1"	"ENSMUSG00000030043"	"6"	82379315	82537085
"12119"	"Tacstd2"	"ENSMUSG00000051397"	"6"	67511046	67512780
"12120"	"Tada3"	"ENSMUSG00000048930"	"6"	113342986	113354844
"12121"	"Taf10"	"ENSMUSG00000043866"	"7"	105388600	105393568
"12122"	"Tafa1"	"ENSMUSG00000059187"	"6"	96090135	96634159
"12123"	"Tafa4"	"ENSMUSG00000046500"	"6"	96808164	97037374
"12124"	"Taldo1"	"ENSMUSG00000025503"	"7"	140972112	140982881
"12125"	"Tamm41"	"ENSMUSG00000030316"	"6"	114981342	115014837
"12126"	"Taok2"	"ENSMUSG00000059981"	"7"	126464850	126483875
"12127"	"Tapbpl"	"ENSMUSG00000038213"	"6"	125200896	125208823
"12128"	"Tarm1"	"ENSMUSG00000053338"	"7"	3535016	3551140
"12129"	"Tarsl2"	"ENSMUSG00000030515"	"7"	65294646	65341839
"12130"	"Tas2r102"	"ENSMUSG00000056901"	"6"	132739094	132740137
"12131"	"Tas2r103"	"ENSMUSG00000030196"	"6"	133013126	133014064
"12132"	"Tas2r104"	"ENSMUSG00000061977"	"6"	131661799	131662707
"12133"	"Tas2r105"	"ENSMUSG00000051153"	"6"	131663495	131664458
